response	Responder	Responder	Responder	Nonresponder	Nonresponder	Nonresponder	Nonresponder
sample	F0130	F0177	H0086	F0155	F0056	F0100	H0054
EC__4__1__1__20	5260.40	4423.01	4818.93	4902.04	5173.99	5658.48	2710.33
EC__4__1__1__22	12.75	 8.00	58.50	 9.50	11.00	 4.50	 0.50
EC__4__1__1__23	4403.57	3983.00	4114.77	4492.96	3888.65	4180.65	2658.33
EC__4__1__1__3	7288.29	6636.52	7910.09	5170.70	5900.24	9672.99	1186.08
EC__4__1__1__31	114.83	167.66	 97.90	 18.40	410.33	 23.57	 10.25
EC__4__1__1__32	745.50	332.00	620.33	391.00	123.00	419.00	148.00
EC__4__1__1__33	 87.16	137.23	  2.40	 18.90	212.46	  3.07	 17.67
EC__4__1__1__35	 423.94	 196.00	 928.25	 501.42	 305.50	1201.75	  20.00
EC__4__1__1__36	4173.57	3898.67	3998.77	4359.96	3877.82	4117.65	2628.33
EC__4__1__1__37	1204.44	1801.79	1707.74	2317.08	2078.95	5160.08	1155.83
EC__4__1__1__39	 1.00	 0.00	34.00	 2.00	36.99	 0.00	 0.33
EC__4__1__1__4	0	2	0	0	2	0	0
EC__4__1__1__41	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 0.28
EC__4__1__1__44	3120.24	3958.84	2817.04	5034.81	3914.00	2485.58	4490.00
EC__4__1__1__45	 5.33	16.01	 2.66	 6.33	 4.00	37.33	17.00
EC__4__1__1__46	 3	 5	 0	11	 1	 0	 3
EC__4__1__1__47	 1.00	 3.43	 5.00	 0.00	28.96	 0.00	 0.28
EC__4__1__1__48	3994.82	2616.00	3347.77	3103.88	3474.92	3906.15	2471.25
EC__4__1__1__49	2683.08	1678.44	2703.04	1823.31	2835.79	3729.08	 377.75
EC__4__1__1__5	 83.66	137.23	  2.40	 25.57	141.79	  4.07	 18.47
EC__4__1__1__50	1336.23	2095.94	1363.66	1278.33	 948.44	 548.33	2199.99
EC__4__1__1__65	2568.08	2461.77	2618.87	3194.64	3239.78	3098.08	3100.58
EC__4__1__1__68	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 0.28
EC__4__1__1__7	0	0	0	0	0	0	0
EC__4__1__1__70	448.00	 23.00	247.00	131.00	 83.98	169.00	 60.66
EC__4__1__1__71	0.5	0.0	0.0	0.0	0.0	0.0	0.0
EC__4__1__1__73	 6.33	24.44	 2.66	 8.33	33.96	38.33	21.28
EC__4__1__1__74	0.0	0.0	0.0	2.0	0.0	0.0	0.8
EC__4__1__1__8	 4.00	 4.43	 5.00	 0.00	28.96	 0.00	 0.28
EC__4__1__1__81	3131.86	3125.84	3349.04	2889.26	4166.24	4353.33	 673.13
EC__4__1__1__82	 15.5	166.0	 10.0	302.0	 12.0	  4.0	  1.0
EC__4__1__1__83	18	30	 0	66	 6	 0	18
EC__4__1__1__85	11.67	25.19	 0.00	 3.00	73.67	 0.00	 8.56
EC__4__1__1__86	0.0	0.0	0.0	0.0	0.0	0.0	0.8
EC__4__1__1__87	1.0	0.0	5.0	0.0	0.0	0.0	1.6
EC__4__1__1__9	0	0	0	0	0	0	0
EC__4__1__1__96	1916.84	3213.33	2480.21	2937.08	2231.75	3774.75	1737.50
EC__4__1__1__97	0	0	0	0	0	0	0
EC__4__1__1__98	 898.33	 497.98	 703.98	 262.49	 413.63	 541.99	1697.04
EC__4__1__2__13	8635.40	7414.52	8245.09	7433.86	9144.78	7733.37	5304.21
EC__4__1__2__14	2580.25	3400.29	2957.03	6464.55	3761.46	4576.74	3501.08
EC__4__1__2__17	3056.88	1282.33	2315.45	1382.31	2372.71	2956.31	 628.78
EC__4__1__2__19	 933.42	1109.77	1154.46	1550.14	1593.96	2311.58	1611.08
EC__4__1__2__20	 66.66	126.45	 60.32	 51.66	 43.21	129.66	 97.08
EC__4__1__2__21	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 0.28
EC__4__1__2__22	278.83	 72.00	227.50	104.67	246.99	277.67	 70.67
EC__4__1__2__25	1792.17	1588.17	2649.44	1642.46	2705.99	3067.15	 390.33
EC__4__1__2__29	 1	15	 0	 3	 4	 0	 1
EC__4__1__2__4	4190.65	5246.52	3928.68	7264.37	3685.49	3973.06	5842.83
EC__4__1__2__40	 460.16	 957.86	 289.50	1524.77	 710.33	 602.67	2164.48
EC__4__1__2__41	0	0	0	0	0	0	0
EC__4__1__2__43	 607	 290	 232	1423	 253	  78	 234
EC__4__1__2__44	0	0	0	0	0	0	0
EC__4__1__2__5	3701.97	3457.29	3817.94	4205.72	3609.53	3854.24	2551.66
EC__4__1__2__50	1500.64	2807.67	2016.27	1815.46	1068.25	1240.98	1562.41
EC__4__1__2__52	105.07	244.47	 87.39	 99.57	 60.71	339.32	150.28
EC__4__1__2__53	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 0.28
EC__4__1__2__57	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 0.28
EC__4__1__2__9	278.83	 72.00	227.50	104.67	246.99	277.67	 70.67
EC__4__1__3__1	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
EC__4__1__3__16	0	0	0	0	0	0	0
EC__4__1__3__17	0	0	0	0	0	0	0
EC__4__1__3__24	0	0	0	0	0	0	0
EC__4__1__3__25	0	0	0	0	0	0	0
EC__4__1__3__27	7217.64	5196.00	6352.87	6038.76	7057.17	7733.30	4953.50
EC__4__1__3__3	 938.16	1741.96	1356.36	1344.60	1966.37	1972.16	 377.70
EC__4__1__3__30	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 0.28
EC__4__1__3__34	118.10	336.44	165.66	447.33	147.21	818.33	 87.08
EC__4__1__3__36	269.58	221.43	461.71	469.48	346.46	631.25	 18.58
EC__4__1__3__38	 895.84	 499.66	1167.86	 672.80	1724.00	1308.82	  95.00
EC__4__1__3__39	343.75	415.93	132.75	 43.25	 32.46	953.00	 18.28
EC__4__1__3__4	 18.4	 25.0	 10.0	 50.0	  4.0	171.0	 26.0
EC__4__1__3__40	 5.67	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
EC__4__1__3__42	2573.25	3400.29	2957.03	6463.55	3761.46	4575.74	3501.08
EC__4__1__99__1	330.72	257.43	447.58	380.92	 89.46	524.25	 12.28
EC__4__1__99__12	2806.08	1526.94	3473.54	1394.06	2586.03	4079.58	1091.16
EC__4__1__99__14	722.33	185.17	722.66	148.58	 37.75	 71.33	 70.75
EC__4__1__99__17	3108.08	2400.43	2897.21	2793.73	2758.53	3317.25	1278.16
EC__4__1__99__18	5859.30	3974.04	4319.82	2237.41	4445.08	4058.66	 727.16
EC__4__1__99__19	4146.34	2890.27	4422.40	3417.97	4150.54	4693.33	1917.08
EC__4__1__99__2	 0	58	 0	 2	 2	 3	 0
EC__4__1__99__3	14.00	 5.43	 7.00	 2.00	34.21	 1.00	 1.08
EC__4__2__1__1	1063.17	1320.15	1288.60	1284.76	1046.51	1109.72	1612.08
EC__4__2__1__10	4386.57	3938.00	4098.77	4402.88	3800.99	4166.65	2679.83
EC__4__2__1__101	0	0	0	0	0	0	0
EC__4__2__1__104	 0.00	 3.43	 0.00	 0.00	28.96	 0.00	 0.28
EC__4__2__1__106	 2	16	 3	 0	 5	10	 8
EC__4__2__1__107	0	0	0	0	0	0	0
EC__4__2__1__108	0	0	0	0	0	0	0
EC__4__2__1__109	0.0	0.0	0.0	0.0	0.0	0.0	0.8
EC__4__2__1__11	4855.44	4823.33	4633.65	5599.72	5157.57	4868.65	4198.83
EC__4__2__1__113	50.17	20.43	 9.33	19.50	50.71	10.50	 9.58
EC__4__2__1__114	7.4	0.0	0.0	1.0	0.0	1.0	0.0
EC__4__2__1__115	0	0	0	0	0	0	0
EC__4__2__1__118	0	0	0	0	0	0	0
EC__4__2__1__119	0	0	0	0	0	0	0
EC__4__2__1__12	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
EC__4__2__1__120	517.33	234.02	655.65	140.33	 41.00	377.66	143.00
EC__4__2__1__126	 935.84	2138.77	 871.21	1463.64	1090.96	1165.08	2101.38
EC__4__2__1__129	0.00	0.00	1.33	0.00	0.00	3.00	0.00
EC__4__2__1__130	 0.00	 3.43	 0.00	 0.00	28.96	 0.00	 0.28
EC__4__2__1__136	0	0	0	0	0	0	0
EC__4__2__1__137	0	0	0	0	0	0	0
EC__4__2__1__148	0	0	0	0	0	0	0
EC__4__2__1__149	10.50	11.43	 0.00	 8.50	39.21	 4.50	 0.78
EC__4__2__1__151	144.5	  0.0	197.5	  3.0	 19.0	 91.0	  9.0
EC__4__2__1__153	0	0	0	0	0	0	0
EC__4__2__1__17	3031.57	1174.80	2734.99	2118.50	1022.88	2208.83	 429.94
EC__4__2__1__18	9	0	0	0	0	0	0
EC__4__2__1__19	4282.08	3813.77	3966.37	4462.06	3603.62	4145.58	2619.25
EC__4__2__1__2	7999.44	7716.98	7139.86	7584.47	6828.70	7490.74	5315.07
EC__4__2__1__20	10000.87	 7042.84	 9721.08	 8260.25	 9383.89	10252.55	 5998.83
EC__4__2__1__22	14.67	 0.00	 0.00	 0.00	 0.33	 2.00	 0.80
EC__4__2__1__24	1615.57	1265.93	1676.33	1031.75	1613.45	 434.50	 932.66
EC__4__2__1__28	 27	 43	 30	103	 20	261	 42
EC__4__2__1__3	4264.91	4066.37	3881.35	4701.52	3783.59	4242.31	2694.36
EC__4__2__1__30	 6	10	 0	22	 2	 0	 6
EC__4__2__1__32	 54.32	167.90	 26.64	 60.32	 90.42	245.32	 97.56
EC__4__2__1__33	9365.60	8124.02	8496.86	9100.92	7763.50	8643.96	5404.50
EC__4__2__1__35	9365.60	8124.02	8496.86	9100.92	7763.50	8643.96	5404.50
EC__4__2__1__40	  7.00	 89.43	  3.00	 33.00	 36.21	104.00	 24.08
EC__4__2__1__41	0	0	0	0	0	0	0
EC__4__2__1__42	  5.00	 21.43	  1.00	 46.00	 29.21	164.00	 23.08
EC__4__2__1__44	640	544	339	735	258	217	167
EC__4__2__1__45	 221.08	 157.01	 737.41	 283.08	 159.50	2307.83	  68.00
EC__4__2__1__46	4248.99	4863.33	4168.68	5559.20	3832.58	4269.90	3378.75
EC__4__2__1__47	 701.96	 687.44	1454.67	1124.65	 711.71	2843.33	  57.08
EC__4__2__1__49	 524.31	 582.00	 843.63	1148.10	 335.66	1423.42	 129.72
EC__4__2__1__5	18.66	38.02	 6.32	15.66	 9.00	80.66	38.00
EC__4__2__1__51	4442.23	4004.00	4143.77	4522.30	3813.32	4196.32	2701.33
EC__4__2__1__53	 732.83	2076.67	 363.66	2602.16	 861.33	 412.83	1506.50
EC__4__2__1__55	  53	1178	 129	 130	  48	 183	 114
EC__4__2__1__56	0	0	0	0	0	0	0
EC__4__2__1__57	0	0	0	0	0	0	0
EC__4__2__1__59	4649.29	4122.43	4659.02	3322.51	4289.36	4971.15	2689.74
EC__4__2__1__6	49.37	67.44	12.21	30.09	42.46	86.33	32.28
EC__4__2__1__68	0.00	0.00	0.00	0.00	0.66	0.00	0.00
EC__4__2__1__7	 832.13	1262.13	1514.69	1729.63	1789.21	2641.07	 412.08
EC__4__2__1__75	2968.24	2334.95	3174.53	4106.89	2432.70	2933.41	1986.16
EC__4__2__1__77	395.6	  0.0	  1.0	  0.0	  0.0	  0.0	  0.0
EC__4__2__1__79	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 0.28
EC__4__2__1__8	1471.10	1853.55	2152.78	2758.30	2054.67	4630.49	1755.96
EC__4__2__1__80	 0.00	 3.43	 0.00	 0.00	28.96	 0.00	 0.28
EC__4__2__1__83	1	6	1	2	1	5	4
EC__4__2__1__9	4619.49	5217.09	4312.32	6225.09	4091.63	4770.71	4345.50
EC__4__2__1__90	 3.00	 6.00	 0.00	11.00	15.25	 0.00	 3.00
EC__4__2__1__91	 4	 2	50	 3	12	 0	 2
EC__4__2__1__96	0	0	0	0	0	0	0
EC__4__2__1__99	 5.67	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
EC__4__2__2__1	  9	112	  0	109	  6	142	 20
EC__4__2__2__10	0	0	0	0	0	0	0
EC__4__2__2__17	  5	 60	  0	103	  0	 15	 12
EC__4__2__2__2	0.0	0.0	0.0	0.0	0.0	0.0	0.8
EC__4__2__2__20	268.10	501.00	321.50	670.50	 46.00	433.75	  5.00
EC__4__2__2__21	268.10	501.00	321.50	670.50	 46.00	433.75	  5.00
EC__4__2__2__23	 213.05	 177.00	 962.25	 524.75	 551.50	1242.75	  11.00
EC__4__2__2__3	  6.0	  0.0	141.0	  0.0	  8.0	  1.0	  0.8
EC__4__2__2__5	 29.29	197.00	233.05	306.76	 12.25	  0.00	  3.00
EC__4__2__2__6	 89.5	  4.0	393.0	117.5	258.0	622.5	  6.6
EC__4__2__2__7	 60.55	196.00	154.75	905.25	 38.50	  3.25	  3.00
EC__4__2__2__8	 119.85	 363.00	 200.25	1511.75	  70.50	   6.50	   5.00
EC__4__2__2__9	0.0	0.0	0.0	0.0	0.0	0.0	0.8
EC__4__2__3__1	4585.90	4078.00	4186.11	4630.29	3894.99	4311.65	2703.33
EC__4__2__3__12	1500.64	2807.67	2016.27	1815.46	1068.25	1240.98	1562.41
EC__4__2__3__130	0	0	0	0	0	0	0
EC__4__2__3__3	4662.09	4378.11	4550.95	4193.34	5130.21	5292.41	2788.83
EC__4__2__3__4	4416.17	4027.00	4202.60	4594.63	3971.99	4215.65	2662.33
EC__4__2__3__5	4410.57	4027.00	4113.77	4593.63	3815.49	4196.65	2669.33
EC__4__2__99__18	8280.63	8699.77	8224.66	9438.77	9039.27	7430.63	7296.74
EC__4__2__99__20	29.67	17.43	 3.33	17.50	43.21	 8.50	 8.58
EC__4__2__99__21	 0	32	 0	 0	 0	 0	 0
EC__4__3__1__1	 574.97	 746.44	1718.74	 838.80	1725.36	1231.08	 153.91
EC__4__3__1__12	116.17	 95.00	409.33	254.50	 43.75	687.50	 61.75
EC__4__3__1__14	618.67	154.00	293.33	125.67	258.00	259.00	116.75
EC__4__3__1__15	151.06	348.78	124.32	376.91	 88.79	380.66	173.53
EC__4__3__1__17	7412.08	6842.80	7116.47	6492.51	6435.02	7390.37	3342.69
EC__4__3__1__18	38.33	67.44	69.66	32.33	40.21	71.33	41.08
EC__4__3__1__19	4047.53	3741.43	3661.56	4131.45	3728.96	3668.90	2687.78
EC__4__3__1__2	  5.40	 66.00	  0.00	104.00	 14.25	139.00	 12.00
EC__4__3__1__29	7	0	0	1	0	1	0
EC__4__3__1__3	 646.46	 829.00	1493.88	1681.85	 637.49	2292.17	 188.72
EC__4__3__1__4	219.40	110.00	273.83	140.34	 38.66	178.67	 39.67
EC__4__3__1__7	 96.80	445.52	266.00	705.00	 86.42	615.00	140.16
EC__4__3__2__1	4382.74	4198.02	4492.09	5027.02	3956.66	4452.64	2750.33
EC__4__3__2__2	4417.57	4128.00	4115.77	4617.96	3892.32	4199.65	2709.33
EC__4__3__2__3	20.00	66.43	 4.00	15.00	35.96	17.00	15.28
EC__4__3__3__6	3436.30	 863.69	1826.86	 511.04	 927.64	1325.20	 225.25
EC__4__3__3__7	5440.89	7514.04	5963.91	5868.53	7178.40	6997.22	4015.43
EC__4__3__99__3	 807.17	1299.66	1040.73	1142.32	 675.50	  47.40	1423.91
EC__4__4__1__1	16.33	51.01	 2.66	24.33	 7.00	43.33	20.80
EC__4__4__1__11	67.00	43.00	83.00	36.25	16.25	48.00	37.25
EC__4__4__1__15	 128.00	1076.43	  68.00	1434.00	  54.21	  66.00	1572.08
EC__4__4__1__16	1600.67	1199.50	1442.77	2979.21	1675.57	2921.15	2086.58
EC__4__4__1__19	0	0	0	0	0	0	0
EC__4__4__1__2	0	0	0	2	0	0	0
EC__4__4__1__21	2985.33	3077.00	2678.14	4070.45	3621.75	3872.90	1748.00
EC__4__4__1__24	 2	56	 1	23	 4	 0	53
EC__4__4__1__25	25	47	52	10	 5	46	16
EC__4__4__1__5	4005.69	5364.85	4490.22	5146.25	3608.41	4214.31	5682.63
EC__4__4__1__8	7082.98	6912.47	6027.29	8694.04	8277.52	6906.22	7667.66
EC__4__6__1__1	 29.50	 37.44	121.66	 16.33	 44.54	 58.33	 42.08
EC__4__6__1__12	4323.41	3845.77	4107.37	4475.06	3675.86	4178.58	2641.66
EC__4__6__1__13	138	  0	120	 60	  4	425	  3
EC__4__7__1__1	 59.50	 72.43	296.00	 40.50	 42.21	  4.50	 43.58
EC__4__99__1__1	145.83	 79.93	 61.00	 25.60	 75.87	  9.17	 12.25
EC__4__99__1__3	2527.82	 895.34	2540.49	1791.00	2371.24	3282.83	 346.63
EC__4__99__1__4	2120.90	1221.94	1694.66	1116.08	2026.45	1663.83	 436.96
EC__5__1__1__1	5561.30	6817.44	5250.76	7998.87	4130.78	4973.98	6535.66
EC__5__1__1__13	 564.48	1340.01	 851.91	 236.83	 346.08	1335.33	 914.75
EC__5__1__1__18	 185.00	1266.00	 358.00	4253.25	  63.00	 226.00	3585.50
EC__5__1__1__3	4442.84	4428.99	4112.78	5216.63	3883.32	4149.32	3375.33
EC__5__1__1__4	420.20	 29.00	 17.00	 51.33	 26.25	 56.00	 31.75
EC__5__1__1__7	4590.24	4041.61	4757.53	5202.39	5351.03	5184.91	2798.16
EC__5__1__1__8	0	0	0	0	0	0	0
EC__5__1__2__2	 1.33	12.01	 0.66	 4.33	 3.00	23.33	11.00
EC__5__1__2__3	 0.00	 6.86	 0.00	 0.00	58.42	 0.00	 2.16
EC__5__1__3__1	5098.23	6601.02	4428.09	7486.62	4160.32	4853.31	6760.83
EC__5__1__3__13	3415.59	4050.90	3836.10	4428.12	3750.71	4284.65	2560.47
EC__5__1__3__14	3121.05	3018.94	2733.72	2533.89	1798.86	3977.42	1698.16
EC__5__1__3__15	12.17	 8.43	 3.33	 0.00	35.54	 4.00	 2.08
EC__5__1__3__2	6864.88	7150.63	6765.61	8132.62	6683.90	7334.03	7098.33
EC__5__1__3__20	49.67	 8.43	56.00	16.00	46.21	 0.00	12.08
EC__5__1__3__22	 34.00	222.43	  4.00	221.00	 38.21	 47.00	 35.28
EC__5__1__3__23	 11.17	  2.00	127.67	 44.00	 45.00	  8.00	  9.00
EC__5__1__3__24	 0.00	 3.43	 0.00	 0.00	28.96	 0.00	 0.28
EC__5__1__3__25	7.75	0.00	2.75	3.25	2.50	0.00	0.00
EC__5__1__3__29	 235.00	 307.77	 393.99	 292.33	1177.54	 273.33	  51.28
EC__5__1__3__3	4571.15	4595.26	5745.82	5267.61	4675.04	7436.65	2589.03
EC__5__1__3__30	652.33	330.01	252.66	301.33	266.00	234.33	183.00
EC__5__1__3__31	652.33	330.01	252.66	301.33	266.00	234.33	183.00
EC__5__1__3__32	 477.86	 692.77	1389.38	 527.09	 844.46	1989.33	  63.08
EC__5__1__3__4	2941.71	2834.48	2524.73	1632.54	2864.71	3772.74	 649.44
EC__5__1__3__6	115.92	169.00	 56.08	320.92	 26.50	  7.00	 10.80
EC__5__1__3__7	328.67	  7.00	282.33	157.67	 18.00	858.00	 14.00
EC__5__1__3__8	 518.49	2378.00	 879.63	 639.76	 354.25	1261.00	 133.00
EC__5__1__3__9	1562.32	1484.29	1232.48	4179.59	2245.12	 774.16	1813.50
EC__5__1__99__1	 602.74	 228.01	 946.87	 621.51	 366.99	1695.08	  67.08
EC__5__1__99__3	 3.0	 5.0	 0.0	11.0	 1.0	 0.0	 3.8
EC__5__1__99__4	0	0	0	0	0	0	0
EC__5__1__99__6	4415.91	5106.77	3964.87	4537.56	3664.03	4155.08	2740.16
EC__5__2__1__1	7	0	0	1	0	1	0
EC__5__2__1__2	0	0	0	0	0	0	0
EC__5__2__1__4	0	0	0	0	0	0	0
EC__5__2__1__8	13098.53	10832.59	14719.88	16552.98	12368.75	18066.78	 5809.73
EC__5__3__1__1	4632.23	4258.02	4605.09	4737.67	5089.31	4696.31	2768.16
EC__5__3__1__12	1115.92	 869.78	1530.70	 957.22	1731.96	3179.41	 167.58
EC__5__3__1__13	 503.08	 432.86	 869.21	1921.98	 438.41	1141.75	 141.49
EC__5__3__1__14	 428.42	 808.77	 792.46	1311.64	 341.96	1177.08	1518.58
EC__5__3__1__16	4293.58	3816.77	4060.37	4464.06	3625.29	4173.58	2620.25
EC__5__3__1__17	 673.97	 593.77	1396.46	1232.39	 721.46	2997.83	  95.08
EC__5__3__1__22	 64.04	384.86	 19.55	644.76	 68.42	120.00	 79.56
EC__5__3__1__23	1597.61	 225.51	 996.54	 264.26	 214.74	 299.83	 148.13
EC__5__3__1__24	3857.98	2580.50	3370.77	2972.65	3516.40	3833.82	2454.25
EC__5__3__1__25	 574.30	 852.77	1171.74	1002.08	1465.71	1636.08	 143.28
EC__5__3__1__26	22.32	71.00	 0.00	25.54	30.32	 3.34	13.34
EC__5__3__1__27	 956.33	 856.01	 365.66	2132.33	 396.00	 188.33	1073.00
EC__5__3__1__28	 416.09	 598.44	 536.41	 374.05	 304.69	1046.58	  78.74
EC__5__3__1__29	10	48	 1	 1	 1	 1	 0
EC__5__3__1__30	325	180	231	144	139	199	 74
EC__5__3__1__31	 5.00	 4.43	 2.00	 0.00	19.96	 1.00	 1.28
EC__5__3__1__4	1009.42	 718.77	1671.46	 665.64	1723.29	4043.33	 107.08
EC__5__3__1__5	 359.84	 395.28	 657.45	 562.84	 335.29	1131.41	  97.08
EC__5__3__1__6	5410.13	4925.47	4810.33	6334.20	4347.78	6087.22	3719.11
EC__5__3__1__8	3919.83	3866.75	2523.49	7938.67	3640.22	2274.21	5860.75
EC__5__3__1__9	5197.07	4830.00	4497.77	7027.96	4609.32	5341.65	6194.83
EC__5__3__2__5	 9.33	22.01	 2.66	17.33	 5.00	39.33	20.00
EC__5__3__2__6	 98.81	230.66	 68.90	137.57	248.42	 33.07	 40.75
EC__5__3__2__8	0	0	0	0	0	0	0
EC__5__3__3__1	0	0	0	0	0	0	0
EC__5__3__3__10	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 0.28
EC__5__3__3__14	 67.83	124.66	  2.40	 11.57	170.67	  3.07	  9.75
EC__5__3__3__18	68.90	29.43	 9.00	22.50	41.96	34.50	 8.78
EC__5__3__3__2	141.33	255.66	 13.40	143.90	247.00	 18.07	 42.75
EC__5__3__3__3	517.33	234.02	655.65	140.33	 41.00	377.66	143.00
EC__5__3__3__4	0	0	0	0	0	0	0
EC__5__3__3__8	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
EC__5__3__4__1	 16.17	 37.43	105.00	  6.00	 54.21	  0.00	  5.08
EC__5__3__99__10	0	0	0	0	0	0	0
EC__5__3__99__11	300	105	113	108	126	 54	 50
EC__5__4__2__10	4007.06	3848.00	3338.56	4094.98	3600.82	3064.90	2657.33
EC__5__4__2__11	 685.99	 992.32	1283.36	2650.83	 968.23	1765.32	 846.08
EC__5__4__2__12	13958.05	12635.72	11287.60	16188.87	13330.96	12835.99	12638.14
EC__5__4__2__2	4999.30	4486.01	4736.43	5121.79	5229.99	5046.48	2747.83
EC__5__4__2__6	 42.00	332.43	  2.00	465.00	 99.96	146.00	 70.28
EC__5__4__2__7	2839.49	3237.50	2269.06	3819.15	3096.92	2512.40	2450.00
EC__5__4__2__8	1228.08	 369.43	1519.88	 757.98	 392.95	1257.75	  69.41
EC__5__4__2__9	 15.5	165.0	  9.0	301.0	 12.0	  0.0	  1.0
EC__5__4__3__2	 998.51	 279.00	1117.96	 238.18	 337.00	1228.75	  56.75
EC__5__4__3__3	 27.34	 22.00	 34.66	 57.34	  6.00	174.00	 22.00
EC__5__4__3__5	  4.0	 16.0	  4.0	 60.0	 16.5	158.0	 63.5
EC__5__4__3__8	1823.32	1372.93	2278.83	 955.75	1614.45	 412.50	 974.66
EC__5__4__4__2	265.18	222.86	411.71	466.48	361.17	631.25	 17.66
EC__5__4__99__1	 10.0	132.0	  0.0	208.0	 28.5	278.0	 24.0
EC__5__4__99__12	6164.90	4996.67	5859.43	6122.54	6446.56	7162.98	3037.91
EC__5__4__99__15	1.0	0.0	0.0	0.0	0.0	0.0	1.8
EC__5__4__99__16	151.50	141.00	 12.00	  1.00	  0.33	  0.00	  3.00
EC__5__4__99__17	0.00	0.00	1.33	0.00	0.00	3.00	0.00
EC__5__4__99__18	4410.57	3982.00	4114.77	4490.96	3888.32	4181.65	2658.33
EC__5__4__99__19	4684.65	4776.57	3656.45	5531.38	5751.20	3724.80	4753.00
EC__5__4__99__2	1076.42	 423.43	1773.42	1114.36	 815.17	2453.50	  99.10
EC__5__4__99__20	15.17	 6.43	 1.33	 5.00	30.21	 3.00	 1.08
EC__5__4__99__21	1528.92	 898.77	1717.33	1122.33	2142.21	2503.33	 249.08
EC__5__4__99__22	2912.24	3144.66	2514.11	3472.63	1779.32	1693.32	2422.33
EC__5__4__99__23	10952.07	 9578.81	 9912.98	11463.88	11400.73	11952.95	 8247.00
EC__5__4__99__24	3788.40	4759.77	3360.66	4011.33	3241.02	3016.33	2695.24
EC__5__4__99__25	4421.57	4047.00	4172.77	4597.96	3889.32	4210.65	2676.33
EC__5__4__99__26	 9.67	 9.43	50.00	 3.00	43.21	 0.00	 3.08
EC__5__4__99__27	 5.67	 6.43	 0.00	 0.00	30.21	 0.00	 1.08
EC__5__4__99__28	 311.18	 177.43	 572.80	 505.31	 320.62	1046.75	  11.75
EC__5__4__99__29	 311.18	 177.43	 572.80	 505.31	 320.62	1046.75	  11.75
EC__5__4__99__5	7120.07	6866.17	7131.83	6758.59	5969.82	6691.88	3166.24
EC__5__4__99__60	2765.73	1548.84	2758.66	1396.58	2317.74	2645.33	 457.38
EC__5__4__99__61	2765.73	1548.84	2758.66	1396.58	2317.74	2645.33	 457.38
EC__5__4__99__62	 95.16	680.46	 53.98	841.24	108.78	227.99	888.66
EC__5__4__99__9	1762.49	2162.57	2270.56	1568.03	2776.29	3285.65	1024.67
EC__5__5__1__1	0	0	0	0	0	0	0
EC__5__5__1__19	0	0	0	0	0	0	0
EC__5__5__1__2	 5.33	16.01	 2.66	 6.33	 4.00	37.33	17.00
EC__5__5__1__4	 326.34	 209.00	 558.55	 508.31	 282.75	1046.75	  15.00
EC__5__99__1__2	12071.04	12245.13	13738.31	14615.61	14841.61	14970.47	 8978.41
EC__5__99__1__3	14126.13	14169.69	13721.52	13102.91	12854.30	14642.29	 6534.66
EC__6__1__1__1	4422.90	4013.34	4125.43	4502.54	3895.32	4224.98	2679.83
EC__6__1__1__10	4489.57	4327.50	4381.27	4928.46	4066.82	4412.15	2716.83
EC__6__1__1__11	4414.57	3987.00	4116.77	4493.96	3889.32	4195.65	2664.33
EC__6__1__1__12	5436.24	4456.00	5018.77	4894.96	4290.65	4291.65	2796.00
EC__6__1__1__13	216.82	462.46	 41.80	284.80	496.58	 46.14	111.44
EC__6__1__1__14	4645.30	4136.66	4302.67	4543.28	4363.06	4206.22	2709.16
EC__6__1__1__15	4429.57	3984.00	4170.77	4502.96	3891.32	4187.65	2658.33
EC__6__1__1__16	4420.57	4103.00	4114.77	4699.96	3888.65	4211.65	2682.33
EC__6__1__1__17	4630.91	5009.77	4445.87	4634.31	3889.11	4395.08	2771.91
EC__6__1__1__18	3798.41	2531.77	3539.87	1964.56	3290.20	3935.08	 456.66
EC__6__1__1__19	4437.57	4031.33	4121.77	4509.96	3897.32	4210.65	2668.33
EC__6__1__1__2	4410.57	3985.00	4114.77	4492.96	3890.32	4181.65	2658.33
EC__6__1__1__20	8830.14	8042.00	8229.54	9136.92	7776.64	8536.30	5350.66
EC__6__1__1__21	4416.57	3988.33	4114.77	4503.96	3892.82	4181.65	2661.33
EC__6__1__1__22	4081.09	3802.00	3983.19	4463.71	3890.33	4164.15	2631.50
EC__6__1__1__23	 536.33	 498.67	 609.66	 836.58	1570.25	1944.33	 196.25
