response	Responder	Responder	Responder	Nonresponder	Nonresponder	Nonresponder	Nonresponder
sample	F0130	F0177	H0086	F0155	F0056	F0100	H0054
EC__2__5__1__26	 3	 5	 0	11	 1	 0	 4
EC__2__5__1__29	4413.40	4050.57	4063.77	4618.96	3848.11	4303.65	2690.25
EC__2__5__1__3	5502.41	3589.27	5724.42	5355.50	5357.20	5692.83	2708.91
EC__2__5__1__30	3924.23	3717.34	3056.66	3986.41	3144.08	3025.83	2635.25
EC__2__5__1__31	4425.90	4097.01	4230.43	4614.29	3906.57	4243.98	2712.08
EC__2__5__1__32	13.00	 8.00	 6.33	 8.50	10.00	 7.50	 1.50
EC__2__5__1__39	172.01	 32.43	212.16	  8.67	 52.54	 98.00	 10.75
EC__2__5__1__44	1	0	5	0	0	0	0
EC__2__5__1__46	18	 0	 7	 4	 0	 0	 0
EC__2__5__1__47	6790.21	7264.76	6644.02	6984.96	5444.88	5849.40	5085.88
EC__2__5__1__48	166.33	642.99	 18.40	679.90	252.00	 14.07	779.75
EC__2__5__1__49	7296.71	7847.91	7545.65	9042.26	7737.04	8434.06	4772.42
EC__2__5__1__54	7740.24	7329.93	6283.95	8040.13	6826.29	5545.63	5226.49
EC__2__5__1__55	 561.41	 227.44	 869.87	 534.31	 391.95	1191.08	  42.41
EC__2__5__1__56	 292.25	  72.00	 529.00	 502.00	 146.00	1028.00	  20.00
EC__2__5__1__57	 13.0	  0.0	131.5	300.0	  9.0	 65.0	  1.0
EC__2__5__1__6	4686.57	4310.33	4299.77	4908.96	3915.57	5355.65	2811.08
EC__2__5__1__61	2045.90	1355.94	1584.99	1628.58	1908.95	1691.33	1101.16
EC__2__5__1__68	7.5	3.0	2.0	2.0	5.0	2.0	1.0
EC__2__5__1__7	6518.06	6875.90	6227.83	5865.86	5446.53	5049.05	3162.75
EC__2__5__1__72	3365.51	2300.77	3251.37	3885.56	3349.04	3111.08	1700.33
EC__2__5__1__74	 624.68	 237.43	1011.21	 596.81	 379.79	1572.25	  36.58
EC__2__5__1__75	4763.08	4248.00	4693.15	5105.94	4176.07	5242.40	2685.33
EC__2__5__1__76	 78.17	  0.00	204.83	  6.67	 19.00	 91.00	  3.00
EC__2__5__1__78	2599.41	1473.94	3010.87	1205.56	2325.03	3051.08	1043.16
EC__2__5__1__9	2592.41	1518.94	3065.87	1218.56	2325.03	3036.08	 373.66
EC__2__5__1__90	 506.01	 207.43	 823.88	 512.31	 352.96	1139.75	  23.08
EC__2__5__1__97	155.5	  7.0	152.0	 71.0	  9.0	431.0	  3.0
EC__2__6__1__1	5253.82	2700.60	5347.75	4035.29	3821.79	5159.33	 696.83
EC__2__6__1__102	 0	29	 0	 2	 2	 3	 0
EC__2__6__1__105	0	0	0	0	0	0	0
EC__2__6__1__109	0.4	0.0	0.0	0.0	0.0	0.0	0.0
EC__2__6__1__11	4333.68	2778.50	4049.77	4491.86	3687.92	4204.98	2555.25
EC__2__6__1__13	 97.61	  0.00	354.88	 99.93	 13.25	604.50	  4.00
EC__2__6__1__16	4403.78	4250.00	4299.89	4808.00	3896.07	4237.65	2706.33
EC__2__6__1__17	3843.50	2473.77	3129.99	3963.58	3080.71	3045.33	2530.08
EC__2__6__1__18	0	0	0	0	0	0	0
EC__2__6__1__19	 9.50	34.86	18.00	30.25	69.67	 6.00	22.61
EC__2__6__1__2	 510.83	 634.49	 834.90	 319.07	1671.50	 542.57	  26.25
EC__2__6__1__21	  75.33	 231.01	  42.66	1404.33	  53.99	 112.33	 104.33
EC__2__6__1__22	 3.00	 6.43	 0.00	 2.00	31.21	 1.00	 0.28
EC__2__6__1__36	0.4	0.0	0.0	0.0	0.0	0.0	0.0
EC__2__6__1__37	 190.24	 851.00	 458.05	1332.51	 297.75	 679.75	1548.50
EC__2__6__1__42	4368.54	3933.00	4157.10	4455.63	3839.33	4176.65	2658.00
EC__2__6__1__44	1.4	0.0	5.0	0.0	0.0	0.0	6.0
EC__2__6__1__45	1.4	0.0	5.0	0.0	0.0	0.0	6.0
EC__2__6__1__48	0	0	0	0	0	0	0
EC__2__6__1__51	1.4	0.0	5.0	0.0	0.0	0.0	6.0
EC__2__6__1__52	3678.51	3892.00	3713.44	4470.11	3846.58	4177.98	2607.91
EC__2__6__1__55	 44	  0	295	  0	  0	  0	  0
EC__2__6__1__57	 453.50	 110.43	  96.00	1367.25	 161.45	   0.00	  67.66
EC__2__6__1__59	 207.67	 420.43	 412.00	 268.00	1160.21	 216.00	  32.08
EC__2__6__1__62	 456.62	 223.43	1070.17	 625.11	 614.45	1670.25	  47.16
EC__2__6__1__66	 510.83	 637.92	 836.23	 319.07	1700.71	 545.57	  27.33
EC__2__6__1__76	149.0	141.0	 12.0	  0.0	  0.0	  0.0	  2.8
EC__2__6__1__77	0	0	0	1	1	0	7
EC__2__6__1__81	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
EC__2__6__1__82	 81.00	  3.43	295.00	 10.00	 29.21	  0.00	  3.08
EC__2__6__1__83	3587.00	3749.35	3569.20	4501.97	2914.74	4321.41	1885.33
EC__2__6__1__84	0	0	0	0	0	0	0
EC__2__6__1__85	1464.51	 864.09	1725.86	1133.05	3019.79	1585.82	 205.33
EC__2__6__1__86	0	0	0	0	0	0	0
EC__2__6__1__87	 1.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
EC__2__6__1__9	4555.30	3926.77	4324.45	4678.23	3665.37	4698.58	2679.50
EC__2__6__1__96	0	0	0	0	0	0	0
EC__2__6__99__2	 427.01	 204.43	 772.88	 497.51	 335.96	1139.75	  14.08
EC__2__7__1__1	 43.97	196.00	 56.92	 23.25	 18.50	  3.25	  2.00
EC__2__7__1__100	 50.33	135.01	 66.66	 65.33	 15.00	187.33	 92.80
EC__2__7__1__107	2498.32	2394.66	1726.32	3220.22	1703.75	1805.07	3006.00
EC__2__7__1__11	12178.48	13248.32	11277.27	13550.29	13300.95	14330.38	11482.91
EC__2__7__1__113	 0.00	 0.00	 2.00	 7.00	 9.25	 0.00	20.75
EC__2__7__1__12	 36.17	101.86	  5.00	115.00	 70.50	 26.00	 30.36
EC__2__7__1__130	 440.08	 207.43	 865.21	 515.98	 386.95	1139.75	  17.41
EC__2__7__1__14	17	37	 0	10	 3	 6	 0
EC__2__7__1__144	 45.16	 81.50	 92.50	 48.27	196.41	 33.67	748.92
EC__2__7__1__146	 7	37	 6	11	11	20	19
EC__2__7__1__147	 7	37	 6	11	11	20	19
EC__2__7__1__148	4328.41	3863.77	4113.37	4478.06	3679.86	4178.58	2649.66
EC__2__7__1__15	3385.98	2661.30	2864.94	2696.08	2622.86	2853.82	1395.16
EC__2__7__1__156	3433.74	4159.28	3981.78	2221.89	3852.70	3966.16	 701.66
EC__2__7__1__16	224.50	165.43	307.00	275.00	 35.21	592.00	 33.08
EC__2__7__1__162	0.00	0.00	0.00	0.00	0.33	0.00	0.00
EC__2__7__1__163	1.75	0.00	2.75	2.25	2.50	0.00	0.00
EC__2__7__1__165	 3	 5	 0	11	 1	 0	 3
EC__2__7__1__166	0	3	0	0	1	0	0
EC__2__7__1__167	197.34	  6.43	162.33	 76.67	 71.20	426.00	 12.41
EC__2__7__1__168	 73.05	346.01	233.08	135.38	161.49	586.33	 23.33
EC__2__7__1__17	3824.47	4394.34	4175.50	3416.95	4180.62	4887.64	1089.08
EC__2__7__1__170	166.17	 18.76	287.00	 81.00	 47.21	425.00	711.58
EC__2__7__1__175	1.5	0.0	0.0	0.0	0.0	0.0	1.0
EC__2__7__1__176	217.16	259.73	 14.40	 12.97	137.63	  7.57	  5.50
EC__2__7__1__177	 1.50	 6.00	36.00	13.25	47.24	 0.00	28.38
EC__2__7__1__181	0	0	0	0	0	0	0
EC__2__7__1__182	0	0	0	0	0	0	1
EC__2__7__1__184	 3.00	 8.43	 0.00	11.00	30.21	 0.00	 3.28
EC__2__7__1__19	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
EC__2__7__1__2	6332.64	6706.01	5867.01	7820.46	5047.00	7883.23	4295.00
EC__2__7__1__20	1	2	5	1	1	0	7
EC__2__7__1__21	1439.80	2758.16	1432.73	1808.37	1487.25	1339.82	2295.50
EC__2__7__1__22	11.00	22.44	 2.66	 6.33	34.21	37.33	18.08
EC__2__7__1__23	4413.57	3987.00	4113.77	4573.96	3886.32	4196.65	2631.33
EC__2__7__1__24	4194.57	3965.00	3998.77	4484.76	3873.32	4135.65	2626.33
EC__2__7__1__25	 344.18	 170.76	 570.46	 495.18	 316.96	1048.75	  17.08
EC__2__7__1__26	4469.57	3983.00	4235.77	4495.96	3907.65	4207.65	2661.33
EC__2__7__1__27	0	0	0	0	0	0	1
EC__2__7__1__29	 19.33	110.00	  3.00	106.00	 21.50	 17.00	 12.80
EC__2__7__1__30	3843.60	4010.78	3868.20	4439.84	3719.95	4270.33	2748.75
EC__2__7__1__31	3212.25	2492.94	2769.10	4009.54	3685.63	2725.48	2430.33
EC__2__7__1__33	5136.61	4183.00	5328.82	5111.72	4357.57	5479.65	2746.83
EC__2__7__1__35	3571.84	3832.16	3555.09	2725.43	3970.16	3894.05	2584.08
EC__2__7__1__36	 87.16	137.23	  2.40	 18.90	212.46	  3.07	 17.67
EC__2__7__1__37	0	0	0	0	0	0	0
EC__2__7__1__39	3078.23	3325.16	2309.40	3274.65	1897.24	1513.57	2402.33
EC__2__7__1__4	4161.93	4360.44	4565.78	4164.36	4161.71	6683.23	2699.53
EC__2__7__1__40	4886.07	4632.76	4119.77	5459.29	4586.54	4260.65	3982.08
EC__2__7__1__45	2856.42	3699.11	3587.70	5913.52	4854.96	5541.91	4091.38
EC__2__7__1__48	4898.04	5480.33	5308.27	3972.93	4175.24	5685.90	2870.08
EC__2__7__1__49	4115.57	2619.77	3862.54	4249.52	3611.53	3707.58	2543.66
EC__2__7__1__5	1408.88	1735.79	1641.28	2423.55	2139.46	3324.99	1772.58
EC__2__7__1__50	3502.06	2140.77	3152.16	2375.66	3303.78	2568.83	2503.16
EC__2__7__1__51	287.00	255.44	101.99	599.33	446.21	242.33	147.28
EC__2__7__1__52	17	 1	 0	10	 3	 6	 0
EC__2__7__1__53	25.67	39.43	 3.00	14.00	39.21	14.00	13.28
EC__2__7__1__55	2	0	3	3	0	0	1
EC__2__7__1__56	3554.16	3854.00	2974.06	3882.73	3656.42	2865.40	2573.00
EC__2__7__1__58	24.00	 4.43	 0.00	11.00	32.21	 7.00	 0.28
EC__2__7__1__59	 5.67	 6.43	 0.00	 0.00	30.21	 0.00	 1.08
EC__2__7__1__6	3368.17	4032.00	3319.77	4685.88	3796.25	4224.15	2565.25
EC__2__7__1__60	 5.67	 6.43	 0.00	 0.00	30.21	 0.00	 0.28
EC__2__7__1__63	12.50	 5.00	 4.00	 2.00	10.33	 3.00	 2.00
EC__2__7__1__66	  88.16	 270.23	   6.40	1363.57	 144.79	   3.07	  57.67
EC__2__7__1__69	10804.76	10453.48	 5369.20	25981.57	15378.32	 5721.60	21670.08
EC__2__7__1__71	6090.67	3906.76	6010.77	4317.63	6296.69	7325.65	2821.24
EC__2__7__1__72	0	0	0	0	0	0	0
EC__2__7__1__73	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
EC__2__7__1__74	 0.00	 0.00	 2.00	 7.00	 9.25	 0.00	20.75
EC__2__7__1__76	 4.00	 1.00	 2.00	 7.00	80.25	 0.00	20.75
EC__2__7__1__8	0	0	0	0	0	0	0
EC__2__7__1__83	 659.40	1185.43	 230.00	 121.00	  89.54	 132.00	 140.03
EC__2__7__1__85	0	0	0	1	0	0	0
EC__2__7__1__87	0	0	0	0	0	0	0
EC__2__7__1__89	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
EC__2__7__1__90	 490.34	 202.00	 694.05	1887.31	 296.75	1471.75	  15.00
EC__2__7__1__92	307	138	223	111	133	 66	 51
EC__2__7__1__95	 42.67	480.00	 16.00	652.60	 16.33	  0.00	766.67
EC__2__7__11__1	12660.78	11086.01	11610.38	11347.29	12943.38	12490.56	 5954.83
EC__2__7__11__5	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
EC__2__7__13__3	27180.79	29653.35	26705.57	26689.20	28322.52	29002.49	16784.90
EC__2__7__14__1	974.33	235.34	425.99	301.58	 95.58	357.33	 91.25
EC__2__7__2__1	4860.07	4635.00	3780.44	6650.46	4549.33	3665.15	4675.50
EC__2__7__2__11	4338.50	3946.00	3997.44	4456.36	3841.74	4119.65	2634.58
EC__2__7__2__15	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 0.28
EC__2__7__2__2	2714.39	1479.66	2198.47	1901.66	2920.37	3007.49	 508.61
EC__2__7__2__3	4373.57	3983.00	4114.77	4481.96	3888.32	4181.65	2656.33
EC__2__7__2__4	7074.92	6065.87	6672.61	9237.03	7683.16	6912.48	6891.54
EC__2__7__2__7	 519.93	 384.02	1061.40	 822.58	 353.00	1479.41	 167.50
EC__2__7__2__8	4320.68	2740.50	3992.77	4491.86	3687.92	4204.98	2548.25
EC__2__7__3__9	4420.49	5957.94	3739.05	5019.81	4922.29	3676.73	2945.08
EC__2__7__4__1	3326.21	3893.94	3130.12	3116.51	3677.28	3947.83	1828.91
EC__2__7__4__14	6711.57	7911.83	6389.77	6581.71	6641.99	7515.15	3347.83
EC__2__7__4__16	 592.68	 210.43	1064.71	 520.98	 410.95	1232.75	  27.41
EC__2__7__4__2	 78.16	137.23	  2.40	 18.90	212.46	  3.07	 17.67
EC__2__7__4__22	4410.57	3983.00	4114.77	4491.96	3888.32	4181.65	2658.33
EC__2__7__4__23	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
EC__2__7__4__3	4410.57	3983.00	4114.77	4492.96	3888.32	4181.65	2658.33
EC__2__7__4__6	446.97	409.66	751.15	193.55	672.50	649.65	772.91
EC__2__7__4__7	4115.57	2619.77	3862.54	4249.52	3611.53	3707.58	2543.66
EC__2__7__4__8	4460.37	4067.00	4232.77	4494.96	3968.65	5036.65	2694.33
EC__2__7__4__9	3063.23	3136.66	2394.73	2996.65	1805.57	 688.57	2450.33
EC__2__7__6__1	5080.06	4802.57	4937.83	5510.86	5780.11	5656.05	2873.00
EC__2__7__6__2	4202.40	4031.57	3823.69	4583.96	3784.12	4100.65	2655.92
EC__2__7__6__3	2772.91	1772.17	3440.82	2150.10	2995.07	4102.90	 405.33
EC__2__7__6__5	10262.23	 9282.75	10421.70	11901.83	12833.61	12271.96	 8178.00
EC__2__7__7__1	19.00	50.44	16.66	40.33	48.21	87.33	29.08
EC__2__7__7__12	2642.16	3265.50	2166.56	3599.90	3259.58	2396.40	2435.00
EC__2__7__7__13	2314.10	1569.44	3223.41	1669.34	1482.71	4041.83	 359.08
EC__2__7__7__15	25.04	 1.00	 9.55	20.76	21.50	 0.00	 2.00
EC__2__7__7__18	4474.57	4549.50	4155.77	5152.96	3893.32	4183.65	3425.33
EC__2__7__7__19	435.01	210.43	593.88	396.01	100.29	525.25	 18.08
EC__2__7__7__2	4469.57	3983.00	4235.77	4495.96	3907.65	4207.65	2661.33
EC__2__7__7__23	2842.73	2954.66	1811.90	3060.65	1588.57	 688.57	2423.33
EC__2__7__7__24	4180.41	4357.66	4176.18	4584.87	3784.92	4203.15	2586.75
EC__2__7__7__27	8332.21	7945.59	6697.44	9098.62	7641.96	9003.46	5506.92
EC__2__7__7__3	4420.07	4048.00	4114.77	4606.96	3889.32	4196.65	2673.33
EC__2__7__7__33	 278.38	 157.01	1074.41	 358.58	 165.50	2912.33	  71.00
EC__2__7__7__38	 726.48	 364.43	 886.21	 552.98	 408.20	1144.75	  28.41
EC__2__7__7__39	 866.04	 691.33	 227.55	2230.76	 928.50	  47.00	2043.50
EC__2__7__7__4	1965.36	 818.52	2663.92	1114.36	1267.92	2608.50	 125.16
EC__2__7__7__41	4415.37	3931.43	4199.02	4394.21	3941.78	4167.65	2648.61
EC__2__7__7__42	19.67	11.43	57.00	 5.00	47.54	 2.00	 4.08
EC__2__7__7__43	360.42	 53.00	378.08	199.42	294.50	880.50	717.00
EC__2__7__7__47	  60.00	1176.33	 108.00	  89.00	  46.00	   8.00	  93.00
EC__2__7__7__49	153.66	187.01	527.55	156.09	322.50	649.33	 18.00
EC__2__7__7__53	83.90	 3.00	 2.00	 3.00	 6.33	 2.00	14.00
EC__2__7__7__56	1210.57	 300.93	1040.83	 107.00	 233.54	 221.00	  87.58
EC__2__7__7__58	 2.40	 4.43	 0.00	 2.00	29.21	 1.00	 1.08
EC__2__7__7__59	12.67	 8.43	55.00	 3.00	42.54	 0.00	 3.08
EC__2__7__7__6	16818.37	14281.00	15651.45	17070.11	14519.03	15761.85	 8606.82
EC__2__7__7__60	5338.45	5056.77	4729.87	5373.96	4353.52	4390.25	3582.66
EC__2__7__7__61	101.40	208.44	164.66	236.33	143.21	784.33	 47.08
EC__2__7__7__62	3433.74	4159.28	3981.78	2221.89	3852.70	3966.16	 701.66
EC__2__7__7__63	1524.73	 634.68	1289.10	 559.82	 269.66	 495.98	 193.00
EC__2__7__7__65	 59.00	146.29	296.00	216.00	 91.13	 30.00	 28.24
EC__2__7__7__66	1.0	0.0	5.0	0.0	0.0	0.0	0.8
EC__2__7__7__68	0.00	0.00	0.00	0.33	0.00	0.00	0.00
EC__2__7__7__7	43072.28	39280.27	40201.67	41749.48	38092.17	41122.10	26434.30
EC__2__7__7__70	197.34	  6.43	162.33	 76.67	 71.20	426.00	 12.41
EC__2__7__7__71	 57.67	486.01	 17.00	134.33	  9.00	 67.33	 33.00
EC__2__7__7__72	3923.89	3723.01	3292.22	3931.31	3530.92	3021.23	2626.00
EC__2__7__7__73	209.00	567.93	272.00	530.75	200.96	480.50	171.83
EC__2__7__7__75	 8.17	 6.43	 5.00	 0.00	30.21	 0.00	 1.08
EC__2__7__7__76	1416.73	1622.77	1189.66	 529.58	2212.46	 483.33	1427.83
EC__2__7__7__77	 96.90	135.43	286.00	121.25	 59.79	 20.00	 45.33
EC__2__7__7__8	4413.57	4031.00	4112.77	4675.96	3811.32	4211.65	2642.33
EC__2__7__7__82	  37.25	1182.00	 104.50	  80.00	  42.00	   4.00	  92.00
EC__2__7__7__83	354	  1	 74	 77	116	 56	  3
EC__2__7__7__85	3956.39	3772.57	3389.89	4054.73	3535.78	3054.40	2629.00
EC__2__7__7__87	4414.07	4051.33	4121.77	4617.96	3885.99	4281.65	2680.33
EC__2__7__7__9	2027.23	2285.59	1530.23	1285.65	1363.03	 444.57	2244.66
EC__2__7__8__12	1952.25	1967.66	 850.50	5462.00	3363.00	 256.00	3937.00
EC__2__7__8__13	4435.57	4126.50	4121.77	4686.96	3889.32	4217.65	2643.33
EC__2__7__8__14	 534.0	 739.0	 110.0	2399.0	 717.0	  30.0	3437.5
EC__2__7__8__20	1290.83	1933.16	 116.40	4263.97	 772.17	 521.07	2957.75
EC__2__7__8__24	5	2	2	0	5	1	1
EC__2__7__8__26	3245.41	2823.27	3495.12	2123.56	2679.70	3817.83	 593.66
EC__2__7__8__33	1374.90	 566.66	1164.90	1486.97	 481.99	 250.07	 153.58
EC__2__7__8__36	38	 0	14	39	12	 0	 0
EC__2__7__8__37	194.00	289.72	889.00	162.00	168.84	 18.00	174.32
EC__2__7__8__41	1920.33	1205.34	1159.16	1357.83	1031.83	 656.83	2236.00
EC__2__7__8__5	4191.98	4264.33	3633.52	4466.29	3557.83	3501.65	2706.50
EC__2__7__8__6	 468.67	 564.00	 119.00	2177.00	  89.99	   0.00	1303.33
EC__2__7__8__7	1874.06	2552.00	1431.89	1383.98	1595.24	 651.90	2334.33
EC__2__7__8__8	2574.58	2215.77	2876.87	2953.64	3335.78	3664.08	2372.58
EC__2__7__9__1	4319.91	4383.34	4027.37	5241.39	3614.66	4272.58	3424.92
EC__2__7__9__2	 63.84	216.43	 89.00	333.00	156.86	 49.00	 69.75
EC__2__7__9__3	2912.40	1993.77	2364.66	1216.41	2158.29	1530.83	 352.83
EC__2__8__1__1	 29.17	111.30	 77.66	 29.99	135.88	 59.33	 71.74
EC__2__8__1__10	2159.14	1463.93	2051.16	1660.97	2333.12	1868.25	 378.83
EC__2__8__1__12	94.67	11.43	57.00	 5.00	47.21	 2.00	 4.08
EC__2__8__1__2	 23.50	 72.87	 65.66	 27.99	104.67	 59.33	 70.66
EC__2__8__1__6	5128.98	3820.77	5367.70	4695.93	5025.20	5309.58	3307.41
EC__2__8__1__7	10751.05	 9851.74	 9563.38	 9421.50	 9435.19	 9919.28	 5654.00
EC__2__8__1__8	 519.93	 210.43	 889.96	 507.18	 355.29	1141.75	  18.08
EC__2__8__2__22	 59.67	  2.00	338.67	 75.50	  6.00	604.50	  5.00
EC__2__8__3__1	 844.39	 337.03	1050.98	1573.99	 212.00	 515.99	 251.00
EC__2__8__3__10	110.60	275.44	165.66	342.33	147.21	802.33	 69.08
EC__2__8__3__12	 58	 96	102	 30	  6	178	 36
EC__2__8__3__16	 17.00	 69.43	 18.00	106.00	 29.96	 33.00	 18.28
EC__2__8__3__17	 0	30	 1	 2	 2	 7	 0
EC__2__8__3__18	 47.00	 16.00	 44.00	 68.00	 45.24	158.00	 46.08
EC__2__8__3__19	328.00	207.43	147.00	253.00	153.96	 94.00	 67.28
EC__2__8__3__21	35.00	43.43	 3.00	25.50	66.71	24.50	 9.78
EC__2__8__3__5	 79.8	 87.0	313.0	154.0	  6.0	313.0	 34.0
EC__2__8__3__6	0	0	0	0	0	0	0
EC__2__8__3__8	1510.94	 222.43	1782.66	 240.34	 377.21	 482.00	 262.78
EC__2__8__3__9	1508.54	 163.00	1781.66	 219.34	 346.00	 482.00	 223.50
EC__2__8__4__2	0	0	0	0	0	0	0
EC__2__8__4__3	4345.41	3915.77	4171.37	4582.06	3678.86	4212.58	2670.66
EC__2__8__4__4	3876.91	3365.77	4022.37	3740.06	2961.20	4205.58	 694.16
EC__2__8__4__5	4320.74	3842.34	4055.04	4551.06	3626.32	4202.58	2609.58
EC__2__9__1__1	653.40	119.44	409.16	 78.41	238.29	123.83	773.13
EC__3__1__1__1	43	19	 2	17	 6	 1	17
EC__3__1__1__11	 629.73	 583.10	2400.66	1498.93	 882.21	3717.08	  46.88
EC__3__1__1__15	0	0	0	0	0	0	0
EC__3__1__1__17	 5.33	16.01	 2.66	 6.33	 4.00	37.33	17.80
EC__3__1__1__22	0	0	0	0	0	0	0
EC__3__1__1__24	0	0	0	0	0	0	0
EC__3__1__1__29	4416.07	5034.00	4205.77	4626.96	3895.32	4196.65	2708.33
EC__3__1__1__3	 54.33	651.51	125.66	700.33	 13.00	 47.33	826.00
EC__3__1__1__31	1595.82	1630.32	1531.34	2169.76	2545.45	3268.90	2953.25
EC__3__1__1__32	42.71	67.43	20.13	25.43	36.46	 0.00	 2.08
EC__3__1__1__4	42.71	67.43	20.13	25.43	36.46	 0.00	 2.08
EC__3__1__1__41	  66.29	1303.50	 105.00	 315.10	  40.83	 115.67	 132.00
EC__3__1__1__45	 0.00	 6.86	 0.00	 0.00	58.17	 0.00	 1.36
EC__3__1__1__5	 373.00	 124.86	 121.00	 113.50	 198.75	1085.50	  26.66
EC__3__1__1__53	1360.48	2165.83	2892.38	1915.53	1161.58	3749.00	 797.00
EC__3__1__1__57	0	0	0	0	0	0	0
EC__3__1__1__61	1710.23	 638.78	1595.32	 434.66	 311.96	 870.66	 233.33
EC__3__1__1__73	0	0	0	0	0	0	0
EC__3__1__1__75	0	0	0	0	0	0	0
EC__3__1__1__85	 536.73	 337.43	 797.13	 865.43	 341.46	1475.00	  15.08
EC__3__1__11__1	 9.67	 8.43	50.00	 3.00	42.21	 0.00	 3.08
EC__3__1__11__2	4350.57	4000.50	4024.27	4598.96	3904.32	4112.65	2663.33
EC__3__1__11__5	4477.32	6154.87	4274.35	6027.24	3873.74	4392.48	4787.49
EC__3__1__11__6	8819.14	7992.00	8205.54	8990.42	7743.65	8398.80	5319.83
EC__3__1__12__1	2608.63	3310.84	2672.99	2578.58	2458.08	2065.33	1861.75
EC__3__1__13__1	13.17	 8.43	55.00	 4.00	43.21	 0.00	10.08
EC__3__1__13__3	4402.40	4108.57	4057.77	4695.96	3846.78	4209.65	2679.25
EC__3__1__13__5	 45.17	 17.43	 95.83	 10.50	207.04	 26.50	  2.58
EC__3__1__2__1	0	0	0	0	0	0	0
EC__3__1__2__12	 1.50	 6.86	 0.00	 2.00	58.17	 0.00	 1.36
EC__3__1__2__20	0.00	0.00	0.00	0.33	0.00	0.00	0.00
EC__3__1__2__21	 86.16	137.23	 20.40	 18.57	212.46	  3.07	 18.67
EC__3__1__2__23	0	0	0	0	0	0	0
EC__3__1__2__26	 2	16	 3	 0	 5	10	 8
EC__3__1__2__28	12.00	11.43	 1.00	 8.50	41.71	 5.50	 1.58
EC__3__1__2__4	0	0	0	0	0	0	0
EC__3__1__2__6	10.84	 6.43	61.00	 0.60	31.54	 0.00	 1.75
EC__3__1__21__1	 4.00	 5.43	50.00	 4.00	42.21	 0.00	10.08
EC__3__1__21__2	4209.41	3746.77	3885.37	4367.59	3545.53	3652.58	2631.66
EC__3__1__21__3	11831.48	16213.30	10250.93	20991.84	10181.58	11717.46	13898.45
EC__3__1__21__4	 280.63	  87.01	 608.91	 509.08	 320.15	1085.08	  76.33
EC__3__1__21__5	 667.62	1826.00	 731.38	 760.06	 255.58	1051.50	 278.50
EC__3__1__21__7	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
EC__3__1__22__4	2358.08	2342.29	2285.71	1251.73	 923.03	1685.25	 400.72
EC__3__1__26__11	3406.87	3722.51	3438.48	3588.55	5174.42	4433.48	1917.00
EC__3__1__26__12	 24.67	 71.43	 57.00	109.00	 48.54	 17.00	 23.08
EC__3__1__26__3	4409.77	3983.00	4114.77	4491.96	3888.32	4181.65	2658.33
EC__3__1__26__4	9678.19	8525.00	8339.29	9909.17	9204.14	8359.30	7294.16
EC__3__1__26__5	4393.57	3973.00	4063.77	4480.46	3866.32	4176.15	2655.83
EC__3__1__26__8	2339.66	2892.23	1556.40	2924.15	1250.53	 524.07	2394.75
EC__3__1__27__1	0	3	0	0	1	0	0
EC__3__1__27__3	0	0	0	0	0	0	0
EC__3__1__27__6	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
EC__3__1__3__1	 750.65	 764.76	1205.38	1407.18	 378.29	1799.75	 827.08
EC__3__1__3__10	 0.00	 6.43	 0.00	 0.00	30.21	 0.00	 1.08
EC__3__1__3__11	3355.33	3169.38	3304.20	2388.97	2989.32	4052.91	2052.16
EC__3__1__3__12	 278.92	  45.43	 554.38	 199.01	 307.96	1113.25	  10.58
EC__3__1__3__15	 6626.82	 6725.51	 5050.06	12629.62	 6649.34	 5133.81	12066.75
EC__3__1__3__16	8853.61	9189.76	7236.69	8848.34	8965.19	7014.82	7463.53
EC__3__1__3__18	 9548.61	11150.20	10136.73	10461.26	 9752.31	11216.64	 5784.66
EC__3__1__3__2	 80.17	  9.86	392.00	111.50	327.17	615.50	 14.16
EC__3__1__3__23	 500.00	 997.29	  84.00	1484.00	 791.63	   0.00	2031.24
EC__3__1__3__25	1413.50	1045.68	1743.93	1547.41	2284.75	2791.48	 316.55
EC__3__1__3__26	 5.00	 3.43	55.00	 4.00	41.96	 0.00	10.08
EC__3__1__3__27	229.41	214.29	277.38	384.06	130.88	429.25	 16.24
EC__3__1__3__3	2388.80	1472.17	2537.03	1295.07	1283.91	3447.15	 250.55
EC__3__1__3__37	0	0	0	0	0	0	0
EC__3__1__3__4	 5.67	 6.43	 0.00	 1.00	30.21	 0.00	 1.08
EC__3__1__3__41	  82.50	 324.23	   7.40	1383.90	 219.13	   2.40	  96.67
EC__3__1__3__45	 648.16	 364.44	1068.79	 834.56	 402.45	1239.08	  39.41
