response	Responder	Responder	Responder	Responder	Responder	Responder	Nonresponder	Nonresponder	Nonresponder	Nonresponder	Nonresponder	Nonresponder
sample	F0098	F0130	F0177	H0086	H0148	H0479	F0066	F0155	F0056	F0100	H0054	H0063
EC__3__2__1__50	289.74	295.97	669.00	765.35	188.50	  8.00	213.66	131.02	297.50	632.25	  5.00	284.18
EC__3__2__1__51	 3331.01	 3130.15	 4160.83	 5923.90	 2503.82	 3668.27	 3121.56	 4509.92	 5902.90	10008.84	 1169.84	 3519.68
EC__3__2__1__52	 5499.87	 5875.20	 6492.77	 8031.57	 3668.46	 6258.05	 4708.05	 8710.72	 5829.45	11290.50	 6991.30	 4742.27
EC__3__2__1__55	3564.95	1550.24	1403.49	3001.54	1397.08	1267.73	2102.50	1986.61	2304.41	5899.83	 197.00	1423.67
EC__3__2__1__58	  0.00	 29.00	 61.00	 87.50	  3.00	145.50	 10.50	113.00	162.33	 37.00	 12.00	 11.50
EC__3__2__1__64	0	0	0	0	0	0	0	0	0	0	0	0
EC__3__2__1__65	  0.00	 17.00	167.00	  4.00	  1.00	  5.20	 13.00	  8.80	  1.00	  2.25	  0.00	 18.33
EC__3__2__1__70	1637.63	  89.99	 159.23	   1.40	  24.80	  91.60	   4.33	  34.57	 208.13	  12.07	  13.00	  12.13
EC__3__2__1__78	1232.25	 602.75	 386.99	 836.75	 987.00	  14.70	1265.75	 883.30	 554.00	1369.00	  13.00	 197.25
EC__3__2__1__8	237.25	125.05	 76.99	377.75	219.00	 14.20	854.75	156.55	273.50	700.50	 19.00	400.25
EC__3__2__1__80	 203.87	 421.56	 539.00	 614.55	 271.25	  17.95	 232.25	 528.56	 305.58	1057.25	  13.67	 312.33
EC__3__2__1__82	11	 0	29	 0	 1	 0	 4	 2	 2	 3	 0	 0
EC__3__2__1__85	  20.66	  49.99	 524.50	   4.00	  33.00	 353.50	   0.33	1973.77	  23.83	   1.67	 769.00	   6.33
EC__3__2__1__86	10191.57	 6901.65	 8652.08	 2718.26	 7820.15	 6762.77	 4666.49	11923.64	10538.73	 1055.94	20573.51	 2871.69
EC__3__2__1__89	1152.25	 715.65	 515.33	 845.75	 881.00	 459.20	 705.75	 810.55	 292.83	1928.75	  57.00	 382.25
EC__3__2__1__93	983.44	130.66	740.67	 14.06	 51.69	407.99	 23.33	735.30	189.67	 55.40	844.75	 28.13
EC__3__2__1__96	 2.66	19.33	 3.50	 0.00	14.00	 8.83	 0.00	10.93	 0.50	 0.00	 7.00	 5.00
EC__3__2__1__97	  28.66	  67.33	 162.50	  10.00	  19.00	1112.83	  29.00	 345.60	  18.50	 657.00	  12.00	  15.00
EC__3__2__1__99	1221.75	 378.02	 207.33	1109.83	 426.33	  21.35	 635.25	 312.57	 557.00	1784.50	  12.00	 622.33
EC__3__2__2__1	 598.73	 557.98	 592.06	 853.46	 376.75	1633.73	 735.25	 732.98	1977.58	2232.98	 277.75	 243.00
EC__3__2__2__20	 810.22	1362.62	1240.67	1256.27	1466.02	 743.94	 661.66	2934.46	1337.25	1407.65	2177.75	 474.80
EC__3__2__2__21	1813.39	1304.07	1049.93	1078.00	 580.64	 690.64	1210.92	1012.50	 334.95	 134.50	 973.66	1563.67
EC__3__2__2__23	 631.77	 983.40	1543.66	 721.57	1496.19	 826.16	 377.33	3083.90	 993.67	 519.32	3524.75	 147.80
EC__3__2__2__24	 2.00	 4.00	 2.00	 2.00	 0.00	20.00	 0.00	 0.00	 5.33	 1.00	 0.00	 0.00
EC__3__2__2__26	10	32	 0	96	29	 3	21	 1	19	26	 8	12
EC__3__2__2__27	2319.84	2809.01	2057.50	2843.65	2261.60	3239.69	2448.83	4143.14	3444.08	4065.15	2314.50	 930.13
EC__3__2__2__4	 198.76	 346.51	 202.43	 578.38	 264.97	  12.39	 201.00	 498.18	 316.96	1045.75	  11.08	 293.67
EC__3__2__2__8	17.47	 6.33	49.44	 2.66	 7.64	 4.72	 4.00	 8.33	34.96	42.33	17.28	 3.00
EC__3__2__2__9	3184.43	3278.96	3790.51	3182.05	2670.27	3952.52	3397.33	4733.03	3803.08	4430.48	2602.50	3011.96
EC__3__3__1__1	 218.12	1142.74	 319.50	1042.96	 341.25	 154.75	 292.83	 125.51	  97.74	 250.75	  58.83	 101.09
EC__3__3__2__1	 2.14	 2.00	 4.43	 0.00	 0.89	 4.39	 0.00	 2.00	29.21	 1.00	 1.08	 1.00
EC__3__3__2__12	 0.14	 0.00	 3.43	 0.00	 0.64	 4.39	 0.00	 0.00	28.96	 0.00	 0.28	 0.00
EC__3__3__2__2	0.0	0.5	0.0	0.0	0.5	0.0	1.0	0.0	0.0	0.0	0.0	1.0
EC__3__3__2__5	0.0	0.5	0.0	0.0	0.5	0.0	1.0	0.0	0.0	0.0	0.0	1.0
EC__3__3__2__9	0	0	0	0	0	0	0	0	0	0	0	0
EC__3__4__11__1	1048.39	 263.07	 674.43	 139.00	 618.14	 379.31	  54.75	1077.33	 760.54	  43.00	2001.58	  34.00
EC__3__4__11__10	  1.33	 10.33	 76.01	  2.66	  4.00	  2.33	  1.00	109.33	  4.00	 52.33	 29.00	  6.00
EC__3__4__11__14	0	0	1	0	0	0	0	0	0	0	0	5
EC__3__4__11__18	5095.59	6629.08	5584.83	6538.40	4435.10	7243.39	5678.08	6352.69	6767.32	7206.90	4108.58	3858.22
EC__3__4__11__19	111.33	 13.33	106.01	  5.66	 21.00	  5.33	 10.00	 34.33	 80.00	 56.33	 62.00	 10.00
EC__3__4__11__2	237.64	212.29	148.66	418.78	 78.27	112.74	155.08	155.50	528.25	623.57	 20.75	301.30
EC__3__4__11__21	1947.33	2003.50	2600.34	2052.49	1687.58	3269.03	1925.67	3275.05	3045.57	2594.33	2318.08	 892.67
EC__3__4__11__23	 1.14	 5.67	 6.43	 0.00	 0.89	 4.39	 0.00	 0.00	30.21	 0.00	 1.08	 0.00
EC__3__4__11__4	3448.55	3552.47	3385.84	3678.43	2329.35	2835.02	2985.25	4221.21	3741.57	3788.98	2603.38	2932.30
EC__3__4__11__5	178.75	 28.90	 77.00	 68.00	 68.75	198.54	 18.75	 60.46	263.08	 51.00	 37.75	 65.00
EC__3__4__11__6	  1.33	 10.33	 76.01	  2.66	  4.00	  2.33	  1.00	109.33	  4.00	 52.33	 29.00	  6.00
EC__3__4__11__7	 92.13	 75.16	169.23	 12.40	 49.80	 78.77	 20.33	 17.90	138.46	  3.07	 15.67	  6.13
EC__3__4__11__9	4891.09	4985.42	4230.00	5443.23	3529.18	4472.64	4326.83	5311.61	4749.82	6533.40	2732.63	3996.30
EC__3__4__13__19	2706.49	2834.39	3223.86	2500.48	2042.75	3258.24	2434.50	3764.74	2751.75	2508.49	2567.25	2478.50
EC__3__4__13__21	 29.14	527.01	261.43	213.83	 58.72	 32.14	281.50	129.67	 57.53	111.00	 15.95	 99.50
EC__3__4__13__22	 517.89	 488.64	 917.43	 956.25	 915.14	 365.34	 244.58	1462.55	1013.71	1183.75	2005.78	 340.75
EC__3__4__13__9	1316.10	1658.39	 924.67	 832.56	 936.69	 861.99	 617.33	 960.73	1217.92	 248.90	2059.50	 255.13
EC__3__4__14__11	114.63	 98.65	157.23	 11.40	 59.80	 96.94	  4.99	 46.91	219.45	 91.41	 26.34	 25.79
EC__3__4__14__12	0	0	0	0	0	0	0	0	0	0	0	0
EC__3__4__14__4	 216.62	 425.51	 199.00	 774.88	 308.58	   7.20	 232.50	 509.98	 306.75	1136.75	  13.00	 332.50
EC__3__4__14__5	 611.36	 873.06	 398.00	1809.56	 667.41	  16.15	 586.00	1145.22	 857.08	2799.00	  29.00	 923.42
EC__3__4__15__5	 599.38	 942.86	 401.43	1951.43	 690.05	  30.29	 617.50	1145.46	 903.71	2890.00	  34.08	 945.17
EC__3__4__15__6	776	  2	  2	107	  7	 31	 31	  2	  2	  0	  0	  1
EC__3__4__16__4	16467.69	18081.64	23468.20	15646.31	14494.99	21350.74	19281.57	20254.91	19134.46	14382.55	17613.16	17441.92
EC__3__4__17__11	157	116	 47	113	 77	 39	 13	 46	 32	 56	 24	 27
EC__3__4__17__13	355.72	643.47	353.77	558.99	451.72	739.47	273.75	650.50	158.96	582.58	105.33	379.50
EC__3__4__17__19	1050.33	  89.33	 275.34	 267.16	 115.00	 284.58	 232.50	1498.33	 287.00	 675.33	  82.80	  66.50
EC__3__4__19__1	  78.33	  13.33	  73.01	   4.66	  22.00	  10.08	   8.00	1350.33	 148.00	  37.33	  57.00	  10.00
EC__3__4__19__11	 435.0	 726.0	 435.0	1028.0	 418.0	1681.5	 696.0	 524.0	1300.0	1039.0	  78.0	 441.0
EC__3__4__19__13	 308.89	  69.90	 113.43	 110.00	  85.64	 151.89	  25.75	1368.00	  52.46	  67.00	  87.43	  44.50
EC__3__4__19__3	1108.91	 433.08	 234.33	  69.75	 658.25	 209.50	 284.25	1478.43	 763.74	  17.00	 787.75	 118.75
EC__3__4__19__5	137.14	 98.50	  3.43	344.00	 47.89	  7.39	151.50	125.50	290.54	616.50	  7.08	280.00
EC__3__4__21__102	3499.83	4944.93	4026.27	5608.63	3560.38	3444.32	4042.00	5630.02	4122.03	6777.08	2630.66	3706.67
EC__3__4__21__105	1835.83	2443.13	2054.34	1699.16	2140.50	3307.83	1959.50	2708.33	3608.00	2496.08	4163.50	 556.50
EC__3__4__21__107	5282.51	5664.77	5896.35	4961.04	3698.94	6375.40	5920.41	7248.89	5442.66	5974.06	3164.58	4770.05
EC__3__4__21__116	2730.33	3312.83	3606.34	2903.66	2617.25	3456.08	3188.00	2544.58	2879.75	2453.33	2613.75	2648.50
EC__3__4__21__19	0.0	0.5	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
EC__3__4__21__26	 77.50	125.80	  0.00	349.75	 99.50	  4.45	 36.00	 17.05	 30.50	 92.00	  3.00	 39.75
EC__3__4__21__53	4437.00	4873.32	4825.79	4893.61	3522.72	4962.75	4403.59	6024.80	4270.52	5426.74	2902.49	3343.59
EC__3__4__21__62	0	0	0	0	0	0	0	0	0	0	0	0
EC__3__4__21__72	2	0	6	0	0	0	0	0	2	0	0	0
EC__3__4__21__76	0	0	0	0	0	0	0	0	0	0	0	0
EC__3__4__21__81	 0	 2	 0	32	 0	 0	 0	 0	 8	 1	 0	 0
EC__3__4__21__83	 4.14	21.17	 6.43	 2.00	 0.89	12.89	 1.00	 2.00	34.54	 2.00	 1.08	 1.00
EC__3__4__21__88	4029.55	3831.23	5509.78	4305.82	3606.89	4223.22	4435.42	4692.24	3598.78	4992.66	3598.66	4776.17
EC__3__4__21__89	 6761.70	 9648.82	 8545.24	10065.41	 6902.40	10445.82	 9538.91	11377.11	10081.61	12490.13	 6731.75	 6785.95
EC__3__4__21__92	5415.80	5010.07	4526.34	5155.93	3479.02	6227.77	4751.58	5303.54	5627.23	5126.98	2878.05	3313.80
EC__3__4__21__96	 30.50	 58.49	 87.83	 14.00	 18.00	 59.68	  0.99	 17.84	109.81	 12.01	  8.01	  0.99
EC__3__4__22__37	0	0	0	0	0	0	0	0	0	0	0	0
EC__3__4__22__4	0	0	0	0	0	0	0	0	0	0	0	0
EC__3__4__22__40	 461.12	 773.10	 353.23	1421.74	 580.29	 295.00	 438.75	 734.20	 999.27	2199.32	  41.00	 658.05
EC__3__4__22__48	0	0	0	0	0	0	0	0	0	0	0	0
EC__3__4__22__70	11780.18	 9817.32	11594.80	 7599.96	 7859.85	16131.04	11221.41	15015.46	10387.08	11359.97	 9127.84	10480.26
EC__3__4__22__8	0	0	0	0	0	0	0	0	0	0	0	0
EC__3__4__23__36	3702.05	4827.90	4485.67	4598.43	3449.52	5030.02	4427.33	5283.29	4426.32	6371.98	2824.33	3221.80
EC__3__4__23__43	3361.90	4071.72	4115.44	3839.71	2525.08	4774.04	4186.33	3291.39	4904.78	4478.56	2768.11	2883.80
EC__3__4__23__48	0	0	0	0	0	0	0	0	0	0	0	0
EC__3__4__23__49	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00
EC__3__4__23__51	 2.64	 0.00	 6.43	 1.00	 2.39	 4.39	 0.00	 0.00	30.21	 0.00	 1.08	 0.00
EC__3__4__24__13	0.66	0.33	0.00	0.00	0.00	0.33	0.00	0.00	0.00	0.00	0.00	0.00
EC__3__4__24__15	0	1	0	5	0	0	0	0	0	0	0	0
EC__3__4__24__26	0	0	0	0	0	0	0	0	0	0	0	0
EC__3__4__24__28	0	0	0	0	0	0	0	0	0	0	0	0
EC__3__4__24__29	0	0	0	0	0	0	0	0	0	0	0	0
EC__3__4__24__3	0	0	0	0	0	0	0	0	0	0	0	0
EC__3__4__24__30	0	0	0	0	0	0	0	0	0	0	0	2
EC__3__4__24__40	0	0	0	0	0	0	0	0	0	0	0	0
EC__3__4__24__55	 0.14	 5.67	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
EC__3__4__24__70	23.14	12.17	 8.43	57.66	 0.89	 4.39	 0.66	 3.00	42.21	 6.00	 3.08	 8.00
EC__3__4__24__75	0	0	0	0	0	0	0	0	0	0	0	0
EC__3__4__24__78	2706.33	3651.83	3546.34	2934.66	2617.25	3538.08	3240.00	2515.58	2977.75	2439.33	2601.75	2647.50
EC__3__4__24__84	20.00	14.17	34.00	63.33	 0.33	12.00	 0.00	 6.67	12.00	 0.00	 2.00	10.00
EC__3__4__25__1	0	0	0	0	0	0	0	0	0	0	0	0
EC__3__4__25__2	 45.14	693.17	 68.43	327.00	209.39	 49.39	106.17	 15.00	157.20	  0.00	 30.41	 47.67
EC__3__5__1__1	3405.48	4287.11	4032.93	4647.15	2830.99	3368.58	3301.50	5061.39	4042.45	4339.65	2633.61	3286.13
EC__3__5__1__10	 199.39	 292.47	 207.43	 558.00	 262.89	  19.89	 199.75	 473.75	 314.71	1046.75	  11.08	 286.25
EC__3__5__1__100	0	0	0	0	0	0	0	0	0	0	0	0
EC__3__5__1__103	2.0	2.5	1.0	0.0	0.0	2.5	0.0	2.0	0.0	1.0	0.0	1.0
EC__3__5__1__105	1220.14	 489.00	 637.43	 139.00	1765.39	 361.64	 257.75	 960.00	 735.46	  21.00	3381.58	 101.75
EC__3__5__1__106	0	0	0	0	0	0	0	0	0	0	0	0
EC__3__5__1__107	0	0	0	0	0	0	0	0	0	0	0	0
EC__3__5__1__108	 318.76	 589.08	 207.43	 899.21	 358.97	  38.34	 285.67	 535.98	 420.94	1139.75	  21.74	 356.84
EC__3__5__1__11	0.00	0.00	0.00	0.00	0.00	0.67	0.00	0.33	0.00	0.00	0.00	0.00
EC__3__5__1__110	 0.14	 7.00	 3.43	 0.00	 7.64	 4.39	 1.00	 1.00	28.96	 1.00	 0.28	 1.00
EC__3__5__1__115	2.0	2.5	1.0	0.0	0.0	2.5	0.0	2.0	0.0	1.0	0.0	1.0
EC__3__5__1__116	5	1	1	0	5	0	0	0	0	2	0	0
EC__3__5__1__118	 58.14	157.67	147.43	 12.00	183.89	455.39	 29.00	  0.00	 30.21	  0.00	  4.08	 24.00
EC__3__5__1__16	 238.09	 423.01	 255.44	 781.54	 323.47	  12.92	 238.50	 526.31	 342.96	1186.08	  36.08	 338.17
EC__3__5__1__18	3252.97	3950.91	5190.45	2813.26	2341.74	4280.99	3379.58	7206.18	4119.30	3701.95	4748.75	2694.93
EC__3__5__1__19	24.14	11.50	 8.43	85.00	 1.89	19.89	 9.67	 5.00	80.53	 2.00	 4.41	15.67
EC__3__5__1__2	1342.65	 529.58	 252.86	1293.54	 430.19	 168.28	 407.08	 734.35	 631.17	1843.25	  63.11	 594.67
EC__3__5__1__23	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0
EC__3__5__1__24	2583.95	1396.11	2357.01	1900.46	1372.33	 848.83	1153.00	3148.76	1633.16	3596.83	2263.75	1138.59
EC__3__5__1__25	3736.06	3791.72	4942.44	3663.90	3728.08	4009.71	3544.41	5768.33	4840.46	4374.98	5397.78	3291.72
EC__3__5__1__26	 235.83	 474.33	 564.01	  84.66	 606.00	 339.58	 250.25	2166.33	 707.25	  45.33	1985.50	  97.75
EC__3__5__1__28	15050.57	17758.58	11241.58	15154.85	12823.72	14694.91	13331.66	15113.32	13775.33	14253.15	11004.40	 8871.76
EC__3__5__1__32	 460.58	 603.40	1741.01	 652.49	 746.58	 512.08	 371.25	2273.00	 956.75	 176.33	2122.50	 515.33
EC__3__5__1__38	0	0	0	0	0	0	0	0	0	0	0	0
EC__3__5__1__4	174.74	136.49	309.03	 27.98	 61.50	416.24	 31.75	383.24	 54.75	201.99	131.25	 60.00
EC__3__5__1__42	3520.47	4884.07	4491.00	4294.27	3705.77	4319.19	4033.58	5339.46	4502.49	4319.15	4633.33	3206.80
EC__3__5__1__44	 745.41	1953.66	 594.85	1730.32	 904.25	 539.41	1040.75	 716.66	 356.75	1185.66	 281.25	 524.00
EC__3__5__1__46	0	0	0	0	0	0	0	0	0	0	0	0
EC__3__5__1__47	237.88	 77.16	136.23	  4.40	 36.30	204.85	  7.08	 26.82	221.71	  3.07	 37.92	 35.63
EC__3__5__1__49	  0	 12	 60	  0	 10	  2	  2	104	  0	 16	 12	  4
EC__3__5__1__5	2465.91	 216.51	 767.19	  29.19	  41.14	 151.05	   9.00	 634.41	 385.15	  94.20	  81.00	  38.40
EC__3__5__1__53	 239.28	 363.67	 281.50	 602.38	 271.75	  21.03	 268.33	 540.91	 292.58	1131.75	  32.80	 320.00
EC__3__5__1__54	0	0	0	0	0	0	0	0	0	0	0	0
EC__3__5__1__59	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0
EC__3__5__1__68	 13	 39	480	  4	 15	322	  0	651	  6	  0	766	  6
EC__3__5__1__78	 1.14	 0.00	 6.43	 0.00	 0.89	 4.39	 0.00	 0.00	30.21	 0.00	 0.28	 0.00
EC__3__5__1__81	  66.33	 267.73	1235.34	 204.66	 284.00	  25.33	 154.00	 108.33	  58.00	  83.33	 120.00	 377.00
EC__3__5__1__86	0	0	0	0	0	0	0	0	0	0	0	0
EC__3__5__1__87	301.58	446.73	130.01	514.66	477.50	207.08	169.50	 71.33	171.50	106.33	 75.00	 68.00
EC__3__5__1__88	6927.18	7596.73	6265.07	7081.16	5493.90	8339.37	6839.16	8308.78	7467.69	7132.05	5154.75	5469.43
EC__3__5__1__9	183.0	390.0	365.5	 99.0	234.5	566.0	295.5	494.0	 85.0	 58.0	 76.0	365.5
EC__3__5__1__94	 0.14	 0.00	 3.43	 0.00	 0.64	 4.39	 0.00	 0.00	28.96	 0.00	 0.28	 0.00
EC__3__5__1__96	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
EC__3__5__1__97	0	0	0	0	0	0	0	0	0	0	0	0
EC__3__5__2__10	 534.65	 545.30	 421.38	1074.80	 404.25	1412.15	 594.00	 877.65	1483.58	1729.65	 185.25	 398.50
EC__3__5__2__14	22.66	22.66	64.02	11.32	10.00	 0.66	 8.00	28.66	 8.00	92.66	34.00	12.00
EC__3__5__2__17	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 0.28	 0.00
EC__3__5__2__18	 0	14	 0	 0	14	 0	 2	 2	 0	 2	 0	 2
EC__3__5__2__2	1431.88	1430.79	 885.79	1613.98	1053.64	2371.13	 946.75	1021.99	1917.46	1149.99	 334.83	 345.50
EC__3__5__2__3	3467.30	4506.57	4050.01	4187.76	3719.52	4152.02	3846.91	4541.29	3896.57	4259.98	3399.63	3113.80
EC__3__5__2__5	  9.13	 28.79	106.46	 28.98	 17.89	 59.38	  9.00	 49.99	 62.21	194.99	 82.08	 20.00
EC__3__5__2__6	1946.35	 762.38	2260.17	1275.47	 661.52	 184.07	1103.41	 951.57	1083.75	1361.15	 289.75	2192.21
EC__3__5__2__7	 414.87	 500.91	 282.00	 899.63	 371.58	 190.42	 270.58	 633.10	 335.66	1348.42	  69.72	 361.08
EC__3__5__2__9	0	0	0	0	0	0	0	0	0	0	0	0
EC__3__5__3__1	1036.12	  67.76	  66.00	 160.47	  50.00	 131.25	  18.50	  94.01	  31.00	 144.00	  72.75	  49.59
EC__3__5__3__11	1451.22	1843.40	2753.77	1987.49	1099.97	2246.97	2005.25	1863.00	1499.96	1093.33	1697.03	2383.00
EC__3__5__3__12	 65.49	 84.99	158.51	127.49	 37.00	446.16	 81.33	 81.43	203.00	161.83	 46.30	 17.50
EC__3__5__3__13	0	0	0	0	0	0	0	0	0	0	0	0
EC__3__5__3__17	0	0	0	0	0	0	0	0	0	0	0	0
EC__3__5__3__18	  15.5	  62.0	1161.0	 107.0	  90.0	 131.5	  78.5	  86.5	  51.5	   6.5	  92.5	 352.5
EC__3__5__3__23	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
EC__3__5__3__26	 1.47	 7.73	35.44	 5.66	 1.64	30.72	 0.00	 8.33	37.96	47.33	25.28	 5.00
EC__3__5__3__3	0	0	0	0	0	0	0	0	0	0	0	0
EC__3__5__3__4	0	0	0	0	0	0	0	0	0	0	0	0
EC__3__5__3__6	 69.50	332.40	 86.00	238.83	217.33	501.67	113.83	 50.84	290.99	 75.67	 34.47	 41.83
EC__3__5__3__7	0	0	0	0	0	0	0	0	0	0	0	0
EC__3__5__3__8	 28.50	 59.73	504.00	  4.00	 24.00	332.92	  0.33	656.67	 12.66	  0.67	773.47	  7.33
EC__3__5__3__9	105.13	 28.99	201.46	 27.98	 62.89	 63.38	 15.00	 67.99	 63.21	177.99	111.08	 20.00
EC__3__5__4__1	908.39	 39.50	  6.43	  0.00	 25.39	 40.14	  9.50	 15.00	 44.04	  9.00	  1.08	 25.33
EC__3__5__4__10	3708.59	4766.91	4214.00	4787.57	4007.52	4153.64	3993.58	5096.27	4172.07	5242.40	3390.83	3416.55
EC__3__5__4__12	3343.58	4321.90	4029.57	4075.77	3111.63	4105.80	3754.66	4510.96	3820.79	4179.65	2694.92	3101.13
EC__3__5__4__13	 47.97	190.50	183.77	341.66	 19.89	155.72	 62.17	138.83	 92.53	 75.83	 32.91	 17.67
EC__3__5__4__16	2625.47	2943.57	2199.67	2987.77	1581.27	3354.69	2776.08	2585.96	2877.99	3117.65	1667.83	2232.80
EC__3__5__4__19	3108.31	4365.08	3927.50	4134.27	3103.77	4167.52	3706.58	4495.36	3918.42	4273.48	2634.75	3077.97
EC__3__5__4__2	1587.71	1532.39	2228.80	1170.47	1140.72	2532.96	1086.75	2910.49	2055.71	1538.82	 563.53	 934.50
EC__3__5__4__25	2879.09	2798.91	1526.94	3416.87	2291.72	2168.92	2932.00	1390.06	2573.03	4079.58	1082.16	2500.17
EC__3__5__4__26	2570.84	2535.91	1471.94	2889.87	1452.47	2137.92	2710.25	1198.56	2306.03	3039.08	 343.66	2191.17
EC__3__5__4__27	 1.33	 5.33	16.01	 2.66	 1.00	 0.33	 0.00	 6.33	 4.00	37.33	17.00	 3.00
EC__3__5__4__28	 342.43	2069.26	 570.05	1527.01	1178.58	 707.98	 793.50	 357.18	 426.57	1636.65	 258.00	 221.34
EC__3__5__4__3	1285.34	 748.37	 610.77	 728.21	 460.39	1971.97	 632.75	1070.67	1607.46	2076.33	 248.53	 203.67
EC__3__5__4__31	 342.43	2069.26	 570.05	1527.01	1178.58	 707.98	 793.50	 357.18	 426.57	1636.65	 258.00	 221.34
EC__3__5__4__33	3259.39	4393.24	3964.99	3973.61	3107.52	3994.11	3773.83	4482.63	3710.32	4128.32	2639.33	3085.30
EC__3__5__4__4	 356.69	 197.66	 459.17	 358.06	 139.94	 409.74	 238.08	 432.80	 307.09	1447.40	 125.83	  91.63
EC__3__5__4__5	3991.22	4149.57	3837.00	3852.94	2750.52	3389.27	3681.00	3285.73	3703.82	4262.15	2649.83	3079.30
EC__3__5__4__9	3330.72	4410.57	3983.00	4114.77	3110.52	4134.19	3784.33	4493.96	3888.32	4181.65	2658.33	3105.80
EC__3__5__5__1	49.33	19.83	36.01	62.66	11.75	 0.83	 2.00	13.58	19.00	67.33	25.50	12.00
EC__3__5__99__10	3288.03	4827.24	4033.42	4141.78	3135.41	3991.75	4025.50	5903.13	3824.20	4078.82	2657.11	3162.80
EC__3__5__99__2	963.41	218.33	105.00	134.00	176.50	125.25	 91.75	 42.58	 25.25	 49.00	 38.25	 42.50
EC__3__5__99__3	18.33	 7.33	52.01	 3.66	 7.00	 1.33	 4.00	10.33	 7.00	47.33	21.00	 4.00
EC__3__5__99__6	3848.25	4679.72	5126.52	4995.39	3542.02	5446.55	3907.41	6542.93	5562.25	5809.31	3508.50	3484.38
EC__3__5__99__7	0	9	0	0	0	0	0	0	0	0	0	0
EC__3__6__1__1	 6219.71	 7900.80	 8095.19	 7045.41	 6140.35	 7643.43	 6399.16	10552.62	 7648.32	 5882.64	 7231.33	 5411.80
EC__3__6__1__11	2463.11	1361.94	 729.37	1778.32	1096.36	1926.61	1170.34	 346.50	1798.80	1887.58	 839.40	 308.01
EC__3__6__1__13	4176.47	4764.90	4631.00	4399.02	3656.19	5168.24	4229.08	5266.24	4197.90	5117.15	3496.25	3000.05
EC__3__6__1__15	 153	 167	 204	 377	  55	1016	 249	 145	1125	 188	  12	  58
EC__3__6__1__22	2422.09	2459.34	1586.77	2785.46	1373.14	2659.17	3059.50	3143.64	2639.79	3554.08	 411.08	2227.75
EC__3__6__1__23	3287.72	4340.87	3981.00	3924.94	3070.02	4119.02	3754.50	4492.63	3867.32	4087.65	2654.33	3088.30
EC__3__6__1__25	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
EC__3__6__1__26	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
EC__3__6__1__27	 7418.91	 9877.97	 9119.44	 9659.87	 7881.68	12559.55	 8431.33	12106.30	11551.85	10865.13	10440.74	 6424.93
EC__3__6__1__31	3259.31	4729.08	4151.00	4174.94	3329.27	4715.52	3998.75	4755.36	3985.92	4566.48	2669.75	3408.97
EC__3__6__1__40	2463.11	1361.94	 729.37	1778.32	1096.36	1926.61	1170.34	 346.50	1798.80	1887.58	 839.40	 308.01
EC__3__6__1__41	28.14	17.17	33.43	71.00	 0.89	 5.39	 0.00	24.00	43.21	 5.00	 3.08	 8.00
EC__3__6__1__45	 1.14	 5.67	 6.43	 0.00	 0.89	 4.39	 0.00	 0.00	30.21	 0.00	 1.08	 0.00
EC__3__6__1__54	141.76	383.18	207.43	548.88	333.47	 10.59	 83.00	437.48	342.96	532.25	 13.08	100.50
EC__3__6__1__55	 6699.31	 8080.79	 8263.70	 6367.07	 5971.42	 9864.95	 7327.98	10573.29	 9801.43	 6884.69	 9971.02	 5199.85
EC__3__6__1__63	 71.64	 59.50	 72.43	296.00	  9.89	103.89	 14.50	 40.50	 42.21	  4.50	 43.58	 11.50
EC__3__6__1__65	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
EC__3__6__1__66	3333.59	4837.98	4169.00	4888.98	3401.60	3995.89	4011.41	4993.69	4180.82	5322.40	2649.08	3414.80
EC__3__6__1__7	1874.85	2142.66	1694.17	1724.56	1881.44	3428.82	2096.08	3349.90	3161.67	1706.40	2263.25	 837.13
EC__3__6__1__8	 6.14	 6.07	 6.43	 1.33	 0.89	 6.39	 0.33	 1.00	31.21	 3.00	 8.08	 0.00
EC__3__6__3__12	3017.77	3949.21	4818.31	4579.62	4062.42	6525.41	2742.99	7725.02	6044.63	6560.74	6370.49	2420.51
