	F0008	F0014	F0026	F0032	F0052	F0056	F0058	F0066	F0076	F0078	F0082	F0084	F0098	F0099	F0100	F0117	F0130	F0138	F0139	F0141	F0145	F0148	F0153	F0155	F0170	F0171	F0177	F0181	H0001	H0013	H0020	H0054	H0055	H0060	H0063	H0065	H0070	H0074	H0085	H0086	H0148	H0149	H0172	H0180	H0202	H0210	H0211	H0270	H0277	H0280	H0281	H0289	H0303	H0322	H0323	H0349	H0368	H0372	H0377	H0391	H0392	H0407	H0427	H0447	H0456	H0475	H0479	H0741
H0281	1.191503302	1.400883656	1.616760398	1.713173012	1.570882988	1.68623479	1.886665048	1.728450084	1.881269556	1.84848063	1.24598606	1.132988004	1.385350516	1.685476746	2.457867512	2.272335774	1.628835644	1.880232922	1.453173408	1.707732302	1.475196232	1.67148248	1.43129206	1.624430646	1.378358392	1.374654484	1.500211406	1.725775056	2.102699958	1.874053918	1.632046084	1.563299352	1.55973456	2.145114544	1.638450534	1.122290654	1.040759168	1.730759214	1.592549582	1.868219528	1.553201284	1.535201518	0.74441482	1.54252793	1.486206218	2.043960666	1.848939184	2.105294234	1.578761472	1.936665546	0.0	1.499488208	1.548693678	1.605876318	1.116590812	1.930626468	2.009667598	2.045881176	1.66775623	1.90649333	1.872637474	1.863962912	1.542206618	1.86641358	1.900175722	1.06228007	1.660850438	1.834211176
H0289	1.575630938	1.426530572	1.331644978	1.434859732	0.776057828	1.635646986	1.677821088	1.25529398	1.411843864	1.63801045	1.608844488	1.365060836	1.39795584	1.43611787	2.229956076	2.177747622	1.388274988	1.734459698	1.120558924	1.545301062	1.398899516	1.285918012	1.583261884	1.488578762	1.285689072	1.355965612	1.317858382	1.374308252	1.860199922	1.57953573	1.327063332	1.537786396	0.638405492	2.13056182	1.31922427	1.580309998	1.535636756	1.85594237	0.85434207	1.586239848	1.3278322	1.674622898	1.52295208	0.698007818	1.466181186	1.678678034	1.599871068	1.938200726	1.526065388	1.596874166	1.499488208	0.0	1.581319214	1.452534486	1.524759304	1.615421284	1.907136318	1.76594368	1.646003026	1.781942234	1.719810258	1.620646552	0.73097059	1.58359076	1.612191114	1.655856022	1.751666782	1.695592864
H0303	1.070776544	1.043039322	0.962572952	0.977092066	1.358287958	1.156216132	1.344377786	1.216076094	1.32556769	1.283495872	1.84262997	1.025923034	1.33519037	0.867936896	1.841518154	1.88983218	1.077229898	1.317492276	1.418903538	1.267889704	1.189104074	1.389636422	0.825179082	1.334157224	1.228920998	1.231691666	1.050233172	1.252093338	1.244242088	1.22847526	1.753943174	1.704518398	1.322581854	1.775285106	1.577084204	1.182869224	1.26241281	2.155428376	1.338696728	1.235850482	1.361600362	0.875242548	1.506773134	1.35763848	1.177024088	1.171083068	1.239679318	1.404946944	1.229406886	1.212604584	1.548693678	1.581319214	0.0	1.190978832	1.400517746	1.382579298	1.382235856	1.43909737	1.027507256	1.149534728	1.143121236	1.192928338	1.318590128	1.164667822	1.380334324	1.354056832	0.853831872	1.025046578
H0322	1.177425268	0.656229626	0.943192012	1.12130815	1.209446794	1.392501928	1.023716946	0.957603926	0.93960483	0.667196808	1.842296122	1.090470826	1.027674826	0.975629724	1.793559758	1.81559468	1.218523546	1.601533384	1.260651962	1.168262744	0.456649478	0.964810974	1.266909326	1.185321204	1.103462718	0.625184502	1.128400088	1.193827818	1.660829648	1.030021384	1.560813902	1.793038254	1.13616747	2.014935642	1.244659416	1.17252826	1.450571738	2.10417474	1.254213528	1.065162826	1.441158966	1.366417108	1.42171105	1.106763872	0.405281336	1.112422804	0.924164718	1.791465976	1.029082118	1.050407936	1.605876318	1.452534486	1.190978832	0.0	1.33209239	1.213804898	1.753714156	1.150733242	1.179568424	1.52010534	1.411588308	1.528927522	1.105011172	1.204675142	1.2172037	1.414593056	1.447818736	1.432459774
H0323	0.910476574	1.078503832	1.199691674	1.445021936	1.39335322	1.59429455	1.432825604	1.290346416	1.522768432	1.466363402	1.731950568	0.759377272	1.148450052	1.344784498	2.211364608	2.225142382	1.478266068	1.873031506	1.31171526	1.605094414	1.134370796	1.270318504	1.411300308	1.597246378	1.355109316	1.086030456	1.348692822	1.506264504	1.941171374	1.42036085	1.558634352	1.822014836	1.248952496	2.373897744	1.351593926	1.046052546	0.475021768	2.17368659	1.473546322	1.490066728	1.569955292	1.382382238	1.025387904	1.22817471	1.213059914	1.638211354	1.428853776	2.148990438	1.217635792	1.531561698	1.116590812	1.524759304	1.400517746	1.33209239	0.0	1.637362208	2.072246246	1.614004344	1.411217854	1.797084754	1.67329931	1.73233744	1.288081986	1.51485518	1.460254642	0.697933414	1.635088414	1.653952132
H0349	1.630792118	1.337769188	1.369424106	1.30599206	1.432871496	1.477001498	1.323633608	1.25094064	1.008128572	1.26860889	1.882190752	1.295043996	1.488896868	1.053810754	1.52229766	1.72542621	1.3668724	1.651611542	1.480736276	1.202476122	1.200409552	1.076370684	1.567381716	1.409921494	1.392150596	1.314353636	1.001721958	1.37813286	1.579296666	1.26151991	1.65397616	1.875021224	1.305501296	2.141608228	1.286769186	1.386530738	1.699473072	2.219168302	1.520200498	1.146276452	1.517986552	1.751481422	1.889413348	1.355802698	1.215824318	1.246061238	1.173462728	1.865168106	1.279986028	1.253079218	1.930626468	1.615421284	1.382579298	1.213804898	1.637362208	0.0	1.846537994	1.227249332	1.565018166	1.83413583	1.460026986	1.289029612	1.316675002	1.484263568	1.487168902	1.815448802	1.860139382	1.603455072
H0368	1.749811088	1.732591298	1.525497228	1.341760406	1.702041518	1.291148872	1.801009806	1.636250178	1.742467058	1.779108136	1.974595098	1.850947474	1.900452914	1.468150592	2.002243974	1.8105245	1.409035946	1.638566532	1.697436954	1.703479304	1.800434402	1.748456018	1.467332206	1.706601368	1.616493802	1.874325258	1.561234384	1.51956901	1.444288924	1.661700172	2.026064266	2.096852578	1.729863238	1.97309221	2.000517732	1.846494908	1.975856166	2.447434596	1.700421712	1.662512386	1.780303694	1.442681596	2.058375822	1.77569592	1.860546728	1.490566872	1.728171522	1.204949744	1.661033894	1.429005448	2.009667598	1.907136318	1.382235856	1.753714156	2.072246246	1.846537994	0.0	1.792807626	1.555177844	1.4430988	1.491973256	1.66187141	1.758774108	1.593767282	1.808078888	1.977476604	1.388076244	1.517492462
H0372	1.578650202	1.309851292	1.242864966	1.180086784	1.48684562	1.406200786	0.807271064	1.210673836	1.06526564	0.936818454	2.053849008	1.463938524	1.61167748	1.290068562	1.313517852	1.454770158	1.249537616	1.657997654	1.491312384	1.236245366	1.245202844	1.305648288	1.5788795	1.425854758	1.521267952	1.424862244	1.394501346	1.418435264	1.63685897	0.813393958	1.798014456	2.100831012	1.380091584	2.003718592	1.464704218	1.506602126	1.776765688	2.401751006	1.504484606	0.701514376	1.664650256	1.55010431	2.003274088	1.38269995	1.179088602	1.042155354	0.720562832	1.83802719	1.18735506	0.953630502	2.045881176	1.76594368	1.43909737	1.150733242	1.614004344	1.227249332	1.792807626	0.0	1.25722515	1.607896238	1.330804146	1.613218964	1.42098815	0.985456156	0.977020134	1.82958923	1.661464398	1.445944992
H0377	0.99894258	1.089288802	1.034907584	1.06830789	1.340962166	1.217460804	1.117407846	1.221457038	1.254790498	1.244437328	1.923265086	1.245910434	1.41656041	1.187827756	1.888264102	1.892320312	0.896187434	1.516029464	1.380465474	1.424591332	1.241216114	1.396807238	1.190799562	1.370773524	1.344345986	1.348673946	1.373158632	1.348519146	1.457975404	1.097370232	1.790418418	1.946583918	1.30367873	1.837044458	1.634000944	1.201308988	1.41501541	2.309136844	1.277867768	1.114041278	1.520004366	0.700273544	1.608578578	1.254632252	1.253897644	1.107351028	1.166574114	1.545334568	1.032044858	1.126623876	1.66775623	1.646003026	1.027507256	1.179568424	1.411217854	1.565018166	1.555177844	1.25722515	0.0	1.016330404	1.03543828	1.532577702	1.357659828	1.044066758	1.20825922	1.41030994	1.000343076	1.240754102
H0391	1.310120624	1.464509034	1.2258124	1.159681582	1.481013482	1.251764812	1.461558646	1.408355342	1.556875834	1.513528136	2.00233325	1.611977914	1.81523557	1.34790056	1.734926698	1.929224488	1.110660522	1.345783272	1.600445102	1.513583852	1.591596694	1.596751906	1.250098486	1.649587368	1.58253727	1.727541466	1.559667392	1.384632238	1.188775616	1.365853412	1.977537814	1.988275918	1.547487238	1.698440026	1.87772626	1.73259228	1.770118938	2.38639238	1.398855116	1.398827322	1.544147798	0.877594836	1.866331654	1.538994748	1.645491184	1.162903316	1.516266774	1.291351688	1.524274218	1.182901704	1.90649333	1.781942234	1.149534728	1.52010534	1.797084754	1.83413583	1.4430988	1.607896238	1.016330404	0.0	1.286040284	1.573621558	1.612592736	1.278458858	1.469063788	1.694415188	0.941093976	1.209189574
H0392	1.362921876	1.374851302	1.189746644	1.035179446	1.429624002	1.259014832	1.348594118	1.323009482	1.369100198	1.443809336	1.892052502	1.420738026	1.682222042	1.14644338	1.92777057	1.867650344	1.092597822	1.56712532	1.481504366	1.465274064	1.489331922	1.489066346	1.364824526	1.36616216	1.414592654	1.580004086	1.238492932	1.344749938	1.391855228	1.296637436	1.807857706	2.000468082	1.390627942	1.817981382	1.664519424	1.39242638	1.61417641	2.318062612	1.384021268	1.292390394	1.528705782	1.253639204	1.84355935	1.374881388	1.543906828	1.128145012	1.32312303	1.611340116	1.235618318	1.275246212	1.872637474	1.719810258	1.143121236	1.411588308	1.67329931	1.460026986	1.491973256	1.330804146	1.03543828	1.286040284	0.0	1.412851262	1.36033844	1.196195442	1.39407354	1.684779372	1.342144788	1.43656707
H0407	1.57267397	1.465138584	1.309227978	1.21998854	1.38503256	1.448605302	1.48107892	1.381883992	1.440853424	1.509393214	1.82731314	1.49801964	1.658378316	1.166053642	1.930321916	1.909934158	1.283551248	1.474803738	1.564448432	1.27557757	1.48865202	1.430487064	1.395939528	1.502935534	1.487351	1.53044172	1.23173819	1.328223204	1.330869034	1.37556979	1.767132328	1.77437638	1.433539236	1.95820592	1.651359614	1.53410291	1.689058424	2.247885206	1.41402523	1.445019348	1.4422868	1.428164306	1.798967404	1.464952474	1.568158706	1.435695402	1.489595092	1.720757206	1.4182359	1.46343947	1.863962912	1.620646552	1.192928338	1.528927522	1.73233744	1.289029612	1.66187141	1.613218964	1.532577702	1.573621558	1.412851262	0.0	1.418891138	1.440445804	1.49273977	1.73841127	1.476036026	1.44987096
H0427	1.339480376	1.065981882	1.059542452	1.195423694	0.644546874	1.46951218	1.322895906	1.049187562	1.159344886	1.311710844	1.626236126	1.034565886	1.233441042	1.140759388	2.031547174	2.023938988	1.13247781	1.617582104	1.03125315	1.40524184	1.065001954	1.045265174	1.410128382	1.240942852	1.12236149	1.023661234	1.050268304	1.15159593	1.64100486	1.265914964	1.303103186	1.581349362	0.44237141	1.990357914	1.174478956	1.228812264	1.298510178	1.908114248	0.741217044	1.30398265	1.19859275	1.541216024	1.491672786	0.508526564	1.153864068	1.394767424	1.273540474	1.832857908	1.129034146	1.290881016	1.542206618	0.73097059	1.318590128	1.105011172	1.288081986	1.316675002	1.758774108	1.42098815	1.357659828	1.612592736	1.36033844	1.418891138	0.0	1.302377066	1.3186876	1.447302164	1.641683044	1.522985882
H0447	1.25365481	1.236400956	1.04117627	1.010723164	1.248161924	1.23469177	0.79171384	1.171183324	1.233190076	1.29617381	1.934976212	1.361473952	1.497162236	1.24530661	1.700553556	1.927324438	0.986229088	1.479250782	1.389614572	1.327230958	1.28476902	1.296487004	1.432343316	1.447376994	1.458409548	1.370849084	1.37442901	1.229490204	1.510039994	0.765454222	1.758109996	1.987917536	1.231789252	1.885542924	1.649105514	1.426556558	1.599619512	2.299105078	1.224292282	0.738146068	1.462665784	1.158233266	1.723350236	1.223323638	1.398327146	1.05608449	0.98905088	1.699636682	1.130787116	1.035946054	1.86641358	1.58359076	1.164667822	1.204675142	1.51485518	1.484263568	1.593767282	0.985456156	1.044066758	1.278458858	1.196195442	1.440445804	1.302377066	0.0	0.738492034	1.615265202	1.331049762	1.293562424
H0456	1.415418848	1.227268522	1.083095552	1.103061398	1.338153278	1.400809432	0.570394978	1.117555642	1.16886209	1.238525588	1.953339938	1.323548994	1.47726101	1.2743031	1.803061746	1.94363718	1.161516798	1.6712797	1.373088218	1.342226696	1.22749501	1.25440331	1.58628913	1.499052472	1.43249207	1.339770318	1.39241602	1.260652582	1.706879136	0.54213806	1.711684774	1.96429977	1.266487414	2.054306158	1.494683856	1.503532928	1.617068998	2.309228868	1.327716916	0.79717483	1.512133518	1.40013276	1.887937154	1.213419052	1.274841628	1.15837072	0.956396126	1.900756944	1.079214606	1.077955372	1.900175722	1.612191114	1.380334324	1.2172037	1.460254642	1.487168902	1.808078888	0.977020134	1.20825922	1.469063788	1.39407354	1.49273977	1.3186876	0.738492034	0.0	1.707814804	1.532368752	1.406909722
H0475	0.809330012	1.118416042	1.401357528	1.622095598	1.452997442	1.635202784	1.65104125	1.542333062	1.71429839	1.666013308	1.765234174	0.965883838	1.448846458	1.482855092	2.377705918	2.26716598	1.497963178	1.883284024	1.538974854	1.702067404	1.29179743	1.571645914	1.394828374	1.699544216	1.545429838	1.31730393	1.508475908	1.672094766	1.968061676	1.653523728	1.79870105	1.879839698	1.439715626	2.304995902	1.694146868	1.022800028	0.55795829	2.263277188	1.454716332	1.620590134	1.493221642	1.243451008	0.920543914	1.45634112	1.375404804	1.791157428	1.66355317	2.05695792	1.32679795	1.718381108	1.06228007	1.655856022	1.354056832	1.414593056	0.697933414	1.815448802	1.977476604	1.82958923	1.41030994	1.694415188	1.684779372	1.73841127	1.447302164	1.615265202	1.707814804	0.0	1.41855142	1.69714017
H0479	1.06356968	1.306560438	1.156481596	1.187260422	1.512675782	1.0646329	1.501872498	1.426641642	1.617262614	1.538583372	1.843241822	1.451237918	1.60150269	1.2844933	1.798030414	1.91595964	1.259695262	1.426111716	1.570242554	1.512420696	1.49256599	1.632537806	1.023651158	1.644122684	1.471591638	1.573913894	1.460802776	1.455566218	1.3313092	1.475770232	1.932072094	1.915404858	1.57991413	1.73988805	1.839172956	1.59866716	1.49762591	2.358975836	1.444987988	1.37025141	1.578831814	0.645862652	1.652314518	1.561285732	1.467082876	1.260160528	1.530539826	1.419621112	1.401112922	1.31620328	1.660850438	1.751666782	0.853831872	1.447818736	1.635088414	1.860139382	1.388076244	1.661464398	1.000343076	0.941093976	1.342144788	1.476036026	1.641683044	1.331049762	1.532368752	1.41855142	0.0	1.105794786
H0741	1.448312538	1.401014176	1.193497614	1.053182564	1.494936008	1.136279662	1.362890732	1.34835036	1.395190124	1.415891222	1.944422064	1.491546232	1.568991868	1.234411182	1.604657628	1.604603782	1.17194912	0.989522882	1.530354896	1.102194962	1.463268152	1.483864416	1.135169548	1.355727558	1.36848754	1.534095816	1.39824673	1.35674284	1.174246022	1.265519718	1.895336252	1.837122092	1.46856726	1.394918	1.691592986	1.44227445	1.66083096	2.254845982	1.49550991	1.344934312	1.462000656	1.199563694	1.775453764	1.502889182	1.509806286	1.186697122	1.314146124	1.364609238	1.291247004	1.202468426	1.834211176	1.695592864	1.025046578	1.432459774	1.653952132	1.603455072	1.517492462	1.445944992	1.240754102	1.209189574	1.43656707	1.44987096	1.522985882	1.293562424	1.406909722	1.69714017	1.105794786	0.0
