response	Responder	Responder	Responder	Responder	Responder	Responder	Nonresponder	Nonresponder	Nonresponder	Nonresponder	Nonresponder	Nonresponder
sample	F0098	F0130	F0177	H0086	H0148	H0479	F0066	F0155	F0056	F0100	H0054	H0063
K15540	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 0.28	 0.00
K15545	 0.14	 5.67	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
K15546	0	0	0	0	0	0	0	0	0	0	0	0
K15547	 0.14	 0.00	 3.43	 0.00	 0.64	 4.39	 0.00	 0.00	28.96	 0.00	 0.28	 0.00
K15548	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
K15549	 0.14	 0.00	 3.43	 0.00	 0.64	 4.39	 0.00	 0.00	28.96	 0.00	 0.28	 0.00
K15550	 0.14	 0.00	 3.43	 0.00	 0.64	 4.39	 0.00	 0.00	28.96	 0.00	 0.28	 0.00
K15551	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 0.28	 0.00
K15552	 30.47	 14.33	 94.44	  3.66	 16.89	  7.72	  1.00	134.33	 34.21	138.33	 44.28	 16.00
K15553	 56.47	 18.73	 44.44	103.66	 15.89	 23.72	  0.00	 18.33	 63.21	 45.33	 46.08	 14.00
K15554	 62.80	 26.06	 79.45	 57.32	 23.89	 26.05	  3.00	 57.66	 57.21	166.66	 73.08	 27.00
K15555	155.13	 67.39	371.79	 73.98	 98.89	 40.38	  8.00	538.99	136.21	518.99	173.08	 77.00
K15576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0
K15577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0
K15578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0
K15580	4809.89	4742.53	5911.40	3420.35	2997.68	3410.98	4094.32	3986.97	6355.96	3072.87	3376.30	3639.39
K15581	2246.93	2772.39	4347.17	2707.05	1912.69	3095.40	2184.66	3683.23	3114.75	2808.73	2553.50	1281.13
K15582	2007.60	2431.06	3968.83	2253.89	1600.69	2182.57	1860.16	3352.90	2133.75	2473.40	2454.50	1194.63
K15583	3247.17	3782.38	5181.87	3646.53	2806.94	3869.31	3596.41	4468.55	4587.42	3393.72	3527.50	3199.63
K15584	 42.64	 12.50	 88.43	 10.00	 34.64	 31.64	  5.00	134.00	 32.96	107.00	 34.08	 24.00
K15585	 41.64	 11.50	 83.43	 10.00	 34.64	 30.64	  5.00	132.00	 31.96	106.00	 30.08	 23.00
K15586	 41.64	 22.50	203.43	 11.00	 41.39	 39.14	  8.00	340.25	 34.96	136.00	 55.58	 29.00
K15587	 41.64	 23.50	141.43	 10.00	 44.64	 32.64	  7.00	236.00	 31.96	122.00	 42.08	 23.00
K15598	36	13	46	21	10	 1	 4	27	 5	35	 6	 1
K15599	36	13	46	21	10	 1	 4	27	 5	35	 6	 1
K15600	36	13	46	21	10	 1	 4	27	 5	35	 6	 1
K15629	11.00	 0.00	29.33	 0.00	 1.00	 0.00	 4.00	 2.00	 2.00	 3.00	 0.00	 0.00
K15632	11	 0	29	 0	 1	 0	 4	 2	 2	 3	 0	 0
K15633	3142.59	4336.51	3887.77	4026.37	3088.72	4016.67	3771.33	4659.06	3624.21	4236.58	2629.33	3082.00
K15634	 4993.75	 8497.54	 7751.11	 5611.52	 5109.22	 8665.92	 6515.41	10343.17	 9210.50	 5177.33	 9747.81	 3966.16
K15635	 557.95	1184.67	 764.34	1625.71	 971.75	1455.53	1031.00	1310.64	1971.75	2637.08	 249.00	 493.67
K15640	68.00	 2.00	56.00	 1.00	 6.00	 5.67	 6.00	21.33	 2.00	 0.00	39.00	 4.00
K15652	0	0	0	0	0	0	0	0	0	0	0	0
K15654	0	0	0	0	0	0	0	0	0	0	0	0
K15667	  0	  5	 60	  0	  3	  2	  1	103	  0	 15	 12	  3
K15669	 67.33	 57.67	486.01	 17.00	 22.00	  5.33	 37.00	134.33	  9.00	 67.33	 33.00	 19.34
K15721	0	0	0	0	0	0	0	0	0	0	0	0
K15722	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
K15723	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
K15724	21.14	12.17	 8.43	55.00	 0.89	 4.39	 0.00	 3.00	42.21	 0.00	 3.08	 9.00
K15725	  3.62	 80.01	366.00	 63.47	 10.25	  4.75	 29.50	 42.01	 26.75	  5.50	  2.00	 13.59
K15726	 64.12	213.98	542.00	231.64	 69.75	 10.95	 46.00	 76.06	 45.25	  8.75	  3.00	 38.59
K15727	 35.12	176.98	539.00	175.64	 41.75	  9.95	 46.00	 73.06	 45.25	  8.75	  3.00	 37.59
K15728	25	 0	 0	 0	 1	 0	 0	 1	 0	 0	 0	 0
K15733	2.0	2.5	1.0	0.0	0.0	2.0	0.0	2.0	0.0	1.0	0.0	1.0
K15734	0	0	0	0	0	0	0	0	0	0	0	0
K15735	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 0.28	 0.00
K15736	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 0.28	 0.00
K15737	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 0.28	 0.00
K15738	2985.39	2733.67	2568.83	2888.94	2152.02	3195.27	3047.33	4386.13	3465.67	3811.15	2473.50	2334.63
K15739	 10	  5	 60	  0	  3	  2	  1	103	  0	 19	 12	  3
K15746	0	9	0	0	0	0	0	0	0	0	0	0
K15770	1263.13	 946.16	 707.89	 802.40	 409.80	1868.10	 868.33	 422.57	1531.79	1468.07	  94.67	 238.13
K15771	1266.79	 949.49	 759.89	 763.40	 417.80	1870.43	 848.33	 523.57	1530.79	1484.07	  99.67	 239.13
K15772	1267.46	 951.49	 731.90	 769.06	 415.80	1894.43	 847.33	 426.90	1539.79	1516.40	 112.67	 239.13
K15773	 119.14	  73.50	 516.43	  35.00	  21.14	 420.89	   9.50	 840.50	  78.96	   4.50	1261.78	  15.00
K15777	 12.14	 50.00	 73.76	300.00	  2.89	 17.14	 10.00	  4.00	 35.21	  4.00	  1.08	  0.00
K15778	 24.0	 15.9	122.0	 50.0	  6.5	  6.0	  2.5	210.0	 13.0	 30.0	 33.0	 14.0
K15780	 2	10	 3	 0	 7	 0	 1	 7	 0	 1	 7	 1
K15792	38	37	 0	 0	23	13	 2	10	 0	 0	 2	 0
K15827	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
K15828	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
K15829	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
K15830	 1.64	 0.00	 3.43	 1.00	 2.39	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
K15831	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
K15832	 1.64	 0.00	 3.43	 1.00	 2.39	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
K15833	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
K15834	 1.64	 0.00	 3.43	 1.00	 2.39	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
K15835	 0.14	 0.00	 3.43	 0.00	 0.64	 4.39	 0.00	 0.00	28.96	 0.00	 0.28	 0.00
K15836	 0.14	 1.00	 3.43	 5.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
K15855	 58.12	  6.87	  0.00	112.88	 48.25	  0.00	  0.00	  2.76	  1.25	  0.00	  0.00	  0.00
K15856	 37	 19	 41	  5	 57	  1	246	  6	  4	 31	 19	 39
K15860	2	0	0	0	0	0	0	0	0	0	0	0
K15862	0	9	0	0	0	0	0	0	0	0	0	0
K15866	 69.64	 68.90	 29.43	  9.00	 36.64	114.39	  9.50	 22.50	 41.96	 34.50	  8.78	  3.00
K15868	  2.5	 12.5	 24.0	  3.0	  3.0	120.5	  0.5	  8.5	 15.0	 14.5	  8.5	  0.0
K15869	 0	 4	32	 6	 0	52	 0	 0	10	20	16	 0
K15870	 0	 2	16	 3	 0	26	 0	 0	 5	10	 8	 0
K15871	 0	 2	16	 3	 0	26	 0	 0	 5	10	 8	 0
K15872	 0	 2	16	 3	 0	26	 0	 0	 5	10	 8	 0
K15873	68	 4	72	 4	 6	31	 6	21	 7	10	47	 4
K15874	  0	  7	 76	  3	  3	 28	  1	103	  5	 25	 20	  3
K15876	 64.50	244.97	199.00	229.92	219.00	  6.75	 50.50	 84.25	 23.50	428.25	 11.00	 13.42
K15894	0	0	0	0	0	0	0	0	0	0	0	0
K15898	 28.5	155.5	  7.0	152.0	185.0	  6.5	 48.5	 71.0	  9.0	431.0	  3.0	  7.0
K15913	 115	  63	 505	  34	  16	 322	   9	 832	  40	   0	1261	  15
K15915	27	38	 0	14	 5	 4	 0	39	12	 0	 0	10
K15921	106	279	  0	296	448	  1	298	120	  8	850	  6	 45
K15922	 5.14	 0.00	 2.43	 0.00	 0.39	 3.39	 0.00	 0.00	14.96	 2.00	 0.28	 0.00
K15923	1726.65	 886.45	1101.33	1946.51	1250.58	  57.48	 923.91	1151.89	 883.00	2338.75	 734.50	 946.09
K15924	 43.25	  2.75	  0.00	  2.75	108.00	  1.00	464.25	  2.25	  2.50	  0.00	  0.00	 66.25
K15973	 24.00	 40.00	509.00	  4.00	 16.00	334.67	  4.00	653.33	  8.00	  3.00	766.00	  8.00
K15974	 0.14	 1.50	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
K15975	 6	13	33	 0	25	 4	 0	11	 8	 0	 9	 6
K15976	0	0	0	0	0	0	0	0	0	0	0	0
K15977	 218.90	 418.68	 206.86	 852.71	 311.86	  20.28	 238.33	 507.18	 369.17	1205.75	  15.96	 320.67
K15984	  1.14	 12.67	 42.43	 87.50	  0.89	160.89	  9.50	  0.00	191.71	 16.00	  1.08	  8.00
K15986	2862.96	2909.99	3199.07	2530.89	2030.05	3499.60	2719.83	4913.98	3395.70	2617.90	2501.25	2311.80
K15987	1621.28	2959.07	2332.85	2961.53	1907.08	1589.61	1537.33	1739.14	1340.58	2529.91	 426.00	1004.00
K16011	4	0	0	0	0	2	0	1	1	0	7	0
K16012	 13.64	 37.67	 67.43	  3.00	 22.89	116.06	  1.50	 17.83	 49.21	  5.50	 10.58	  7.00
K16013	 15.64	 41.67	 69.43	  5.00	 22.89	122.06	  1.50	 17.83	 54.21	  6.50	 10.58	  7.00
K16014	2	3	1	1	0	0	1	4	3	1	0	1
K16017	68	 2	56	 1	 6	 5	 6	21	 2	 0	39	 4
K16041	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00
K16042	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00
K16043	  0	 10	120	  0	  6	  4	  2	206	  0	 30	 24	  6
K16048	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0
K16051	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0
K16052	  77.14	 107.67	1321.43	 244.17	 131.39	  21.39	  92.50	  88.00	  69.21	  66.00	  94.28	 353.67
K16053	 369.76	 554.35	 208.76	1252.46	 399.30	  13.84	 411.00	 624.15	 609.96	1780.25	  21.28	 628.75
K16055	 168.87	 264.42	  42.00	 545.38	 236.75	  97.75	 189.75	 199.01	 278.75	1113.25	   9.50	 288.33
K16066	 1.14	 7.17	 6.43	 0.00	 0.89	 4.39	 0.00	 0.00	30.21	 0.00	 1.08	 0.00
K16074	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
K16076	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 0.28	 0.00
K16077	0	0	0	0	0	0	0	0	0	0	0	0
K16078	0	0	0	0	0	0	0	0	0	0	0	0
K16081	0	0	0	0	0	0	0	0	0	0	0	0
K16087	24.00	32.51	15.00	55.00	 0.50	 1.25	 0.00	 3.00	30.25	 0.00	 2.80	 8.00
K16088	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
K16089	1050.63	1400.58	 606.43	3070.34	1015.88	  42.84	1136.42	1858.33	1747.70	5099.75	  47.41	1636.09
K16090	 0.14	 0.00	 3.43	 0.00	 0.64	 4.39	 0.00	 0.00	28.96	 0.00	 0.28	 0.00
K16091	 0.25	14.92	 0.00	 2.50	 0.00	 0.75	 3.25	 0.00	 1.00	 0.00	 0.00	 0.00
K16092	39.14	45.07	 6.43	39.00	23.89	17.39	13.67	12.00	67.20	 0.00	 3.41	 6.67
K16093	 1.33	 5.33	16.01	 2.66	 1.00	 0.33	 0.00	 6.33	 4.00	37.33	17.00	 3.00
K16124	0	0	0	0	0	0	0	0	0	0	0	0
K16135	 0.14	 0.00	 3.43	 0.00	 0.64	 4.39	 0.00	 0.00	28.96	 0.00	 0.28	 0.00
K16136	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
K16137	 1.14	34.17	 3.43	 7.00	 9.89	10.39	 1.00	25.00	35.21	 0.00	 1.88	 5.00
K16139	 24.47	 12.33	123.44	  3.66	 11.64	  6.72	  2.00	134.33	 35.96	132.33	 40.28	 18.00
K16140	 0.14	 0.00	 3.43	 0.00	 0.64	 4.39	 0.00	 0.00	28.96	 0.00	 0.28	 0.00
K16146	0.0	1.5	0.0	0.0	1.0	8.5	0.0	0.0	0.0	0.0	1.0	0.0
K16147	 2.00	 5.50	 2.00	 2.00	 1.00	14.50	 0.00	 0.00	 5.33	 1.00	 1.00	 0.00
K16148	 2.00	 5.50	 2.00	 2.00	 1.00	14.50	 0.00	 0.00	 5.33	 1.00	 1.00	 0.00
K16149	0	0	0	0	0	0	0	0	0	0	0	0
K16152	0	0	0	0	0	0	0	0	0	0	0	0
K16153	 21.00	 78.17	  3.00	204.83	 44.83	  3.00	 30.50	  7.67	 20.00	 91.00	 10.00	 23.50
K16163	0	0	0	0	0	0	0	0	0	0	0	0
K16164	2	2	1	0	0	0	0	2	0	1	0	1
K16165	20.00	 4.00	 2.00	50.00	 0.00	 0.25	 0.00	 3.00	12.00	 0.00	 2.00	 8.00
K16167	0	0	0	0	0	0	0	0	0	0	0	0
K16168	0	0	0	0	0	0	0	0	0	0	0	0
K16169	 71.13	 78.16	137.23	  3.40	 28.80	 84.77	  1.33	 20.90	215.46	  3.07	 16.67	 11.13
K16171	0	0	0	0	0	0	0	0	0	0	0	0
K16188	0	0	0	0	0	0	0	0	0	0	0	0
K16199	 1.33	 6.33	17.01	 2.66	 6.00	 0.33	 0.00	 6.33	 4.00	37.33	17.00	 3.00
K16200	25	 0	 0	 0	 1	 0	 0	 1	 0	 0	 0	 0
K16201	0	0	0	0	0	0	0	0	0	0	0	0
K16202	0	1	0	1	0	0	1	2	3	0	0	0
K16203	151.91	 35.06	127.02	 26.32	 90.25	 24.91	 18.00	 91.66	 88.25	257.66	 95.00	 49.75
K16209	 51.97	 80.00	 99.73	  2.40	 19.80	 46.10	  0.00	 17.80	200.96	  7.40	  3.00	  9.80
K16210	 2.00	 2.00	15.00	 0.00	10.00	 0.00	 0.00	 1.00	 8.33	 0.00	 2.60	 0.00
K16211	 203.25	 303.25	  47.00	 601.25	 270.00	  10.20	 192.25	 498.30	 279.00	1107.50	  12.00	 315.08
K16212	 972.75	 306.22	 207.33	 587.67	 266.00	   7.75	 206.25	 495.00	 292.00	1046.75	  10.00	 291.67
K16213	 978.50	 469.00	  97.83	 454.25	 698.50	   5.75	 451.00	 558.25	 282.50	1368.00	  22.00	  78.75
K16214	111.63	217.16	259.73	 14.40	192.30	581.60	 29.83	 12.97	137.63	  7.57	  5.50	 30.13
K16216	20	 4	 0	50	 0	 0	 0	 3	12	 0	 2	 0
K16234	2	2	1	0	0	0	0	2	0	1	0	1
K16235	 51.97	 53.00	 97.73	  1.40	 10.80	 42.10	  0.00	  1.80	197.96	  1.40	  3.80	  3.80
K16236	0	0	0	0	0	0	0	0	0	0	0	0
K16237	2.0	4.5	2.0	2.0	0.0	8.5	0.0	0.0	5.0	1.0	0.0	0.0
K16238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0
K16248	814.33	 79.33	310.01	 20.66	 27.00	568.33	 33.00	507.33	 25.00	489.33	 73.00	 30.00
K16263	 0.14	 0.40	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
K16264	172.77	253.97	344.66	420.40	124.02	 97.66	 48.33	 29.82	291.50	100.32	 16.75	 44.30
K16267	20	 5	 2	55	 0	 0	 0	 3	12	 0	 2	 8
K16291	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
K16301	 62.61	 63.83	111.16	  1.40	  5.69	 56.33	  0.33	  6.80	158.17	  2.07	 10.75	  4.13
K16321	 0.14	 0.00	 3.43	 0.00	 0.64	 4.39	 0.00	 0.00	28.96	 0.00	 0.28	 0.00
K16322	 0.28	 0.00	 6.86	 0.00	 1.53	 8.78	 0.00	 0.00	58.17	 0.00	 1.36	 0.00
K16323	0	0	0	1	1	6	0	1	0	0	0	0
K16324	 0.28	 0.00	 6.86	 0.00	 1.53	 8.78	 0.00	 0.00	58.17	 0.00	 0.56	 0.00
K16326	773.14	  0.00	  5.43	  0.00	  2.64	  6.39	  0.00	  0.00	 30.96	  0.00	  0.28	  0.00
K16328	 218.89	 659.40	1185.43	 230.00	 289.39	 162.64	 401.75	 121.00	  89.54	 132.00	 140.03	 474.50
K16329	 218.89	 265.00	1185.43	 229.00	 285.39	 160.64	 168.75	 121.00	  89.54	 132.00	 140.03	 407.50
K16331	0	0	0	0	0	0	0	0	0	0	0	0
K16345	142.90	165.34	205.86	398.80	 55.78	 14.53	169.00	436.51	341.92	620.75	  8.36	286.75
K16346	 0.14	 0.00	 3.43	 0.00	 0.64	 4.39	 0.00	 0.00	28.96	 0.00	 0.28	 0.00
K16347	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
K16348	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
K16363	 255.62	 462.51	 199.00	 842.21	 331.58	  20.20	 255.17	 519.98	 374.73	1139.75	  15.66	 345.84
K16370	  0.14	 14.00	  3.43	 87.50	  8.64	144.89	 10.50	  1.25	188.21	 17.00	  1.58	  8.50
K16371	 103.28	  33.00	 121.86	  60.00	  75.53	  49.78	  18.00	1369.00	  64.17	 100.00	  61.56	  25.00
K16422	0	0	0	0	0	0	0	0	0	0	0	0
K16435	68.00	 4.17	56.00	 2.67	 6.00	 5.00	 6.00	21.00	 2.00	 0.00	39.00	 4.17
K16473	0	0	0	0	0	0	0	0	0	0	0	0
K16509	 543.54	 707.65	1805.73	 179.40	 756.55	1158.77	 290.91	3722.67	1635.29	   4.74	4054.17	 129.46
K16511	 716.46	1589.49	1000.57	1658.06	 959.80	2615.43	1556.33	1059.90	2323.46	2497.40	 253.67	 388.13
K16514	0	0	0	0	0	0	0	0	0	0	0	0
K16515	1	1	6	1	0	1	0	2	1	5	4	1
K16516	0	0	0	0	0	0	0	0	0	0	0	0
K16593	0	0	0	0	0	0	0	0	0	0	0	0
K16619	0	0	0	0	0	7	0	0	1	0	0	0
K16647	0.0	0.5	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	0.0
K16648	0.0	0.5	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	0.0
K16649	0.0	0.5	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	0.0
K16650	2.0	2.5	1.0	0.0	1.0	3.0	0.0	2.0	0.0	1.0	0.0	1.0
K16651	177.25	  1.50	  6.00	 36.00	  6.50	137.25	 17.92	 13.25	 47.24	  0.00	 28.38	 31.17
K16652	0.0	0.5	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	0.0
K16653	0.0	0.5	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	0.0
K16692	 0.28	 0.00	 5.86	 0.00	 1.03	 7.78	 0.00	 0.00	43.92	 0.00	 1.36	 0.00
K16693	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
K16694	0	0	0	0	0	0	0	0	0	0	0	0
K16695	 0.14	 0.00	 3.43	 0.00	 0.64	 4.39	 0.00	 0.00	28.96	 0.00	 1.08	 0.00
K16697	0	0	0	0	0	0	0	0	0	0	0	0
K16698	230.50	 88.75	580.00	 49.50	 35.75	566.50	170.50	681.50	 31.25	 16.75	803.25	 34.83
K16699	0	0	0	0	0	0	0	0	0	0	0	0
K16703	 0.14	 0.00	 3.43	 0.00	 0.64	 4.39	 0.00	 0.00	28.96	 0.00	 1.08	 0.00
K16704	 0.14	 5.67	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
K16705	0	0	0	0	0	0	0	2	0	0	0	0
K16706	0	0	0	0	0	0	0	0	0	0	0	0
K16710	774.14	  3.00	 10.43	  0.00	  2.64	  6.39	  3.00	 11.00	 31.96	  0.00	  4.08	  0.00
K16711	 0.14	 0.00	 3.43	 0.00	 0.64	 4.39	 0.00	 0.00	28.96	 0.00	 1.08	 0.00
K16783	6.0	2.5	1.0	0.0	0.0	2.5	0.0	3.0	1.0	1.0	1.0	1.0
K16784	6.00	2.50	1.00	0.00	0.00	2.50	0.00	3.00	1.33	1.00	1.00	1.00
K16785	 7397.77	 7632.77	 9587.79	 6997.36	 5145.54	10189.61	 7891.91	 7548.77	 8855.05	 7346.21	 4842.12	 7316.56
K16786	3117.57	3725.12	3742.23	2862.46	2702.24	3672.76	3288.83	3975.95	3425.70	3079.97	2645.20	2656.93
K16787	 7788.44	 8982.61	10207.80	 7761.52	 5425.54	12238.78	 8492.25	 9957.24	10823.79	 8230.87	 5086.95	 7450.40
K16788	 394.88	  85.00	 138.56	 122.40	1148.05	 229.18	  54.25	  35.90	 145.38	   3.40	1438.42	  54.30
K16789	2441.22	2219.90	2414.56	1703.40	1234.80	1468.85	1205.75	2822.05	1256.38	1134.40	1569.75	 907.80
K16792	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K16793	0	7	0	0	7	0	1	1	0	1	0	1
K16839	0	0	0	0	0	0	0	0	0	0	0	0
K16840	0	0	0	0	0	0	0	0	0	0	0	0
K16841	 1.0	 3.0	 5.0	 0.0	 0.0	 0.0	 3.0	11.0	 1.0	 0.0	 3.8	 0.0
K16842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0
K16845	72	 2	56	 1	 6	 7	 6	22	 3	 0	46	 4
K16846	4	0	0	0	0	2	0	1	1	0	7	0
K16849	130.33	 62.73	118.01	 60.66	 41.00	 13.33	 17.00	 73.33	 15.00	181.33	 95.00	 27.00
K16850	156.0	 64.4	113.0	 63.0	 45.0	 12.0	 21.0	 73.0	 16.0	169.0	 80.0	 24.0
K16868	 66.27	100.83	126.66	  1.40	  5.69	 88.83	  0.33	 30.23	165.67	 15.07	  9.75	  6.13
K16869	2.00	3.00	3.00	0.00	0.00	0.67	0.00	4.33	0.00	0.00	7.00	2.00
K16870	2.0	3.5	1.0	0.0	0.0	8.5	0.0	2.0	0.0	1.0	1.0	1.0
K16871	0	0	0	0	0	0	0	0	0	0	0	0
K16872	0	0	0	0	0	0	0	0	0	0	0	0
K16874	 1.33	 5.33	16.01	 2.66	 1.00	 0.33	 0.00	 6.33	 4.00	37.33	17.00	 3.00
K16875	23	 2	 8	 0	 7	 0	 0	23	 0	79	11	 9
K16881	 39	 62	 22	333	 76	  2	 10	 26	  3	 88	 12	 26
K16885	0	0	0	0	0	2	0	0	0	0	6	0
K16886	0	0	0	0	0	2	0	0	0	0	6	0
K16887	0	0	0	0	0	2	0	0	0	0	6	0
K16898	3090.21	3874.99	4003.57	3190.06	2249.80	3854.18	3513.75	4321.15	3362.86	3142.40	2017.25	2766.30
K16899	2740.21	3346.99	3206.57	3088.06	2125.80	3473.18	3229.75	1900.15	2659.53	3112.40	 649.25	2647.30
K16905	201.25	 35.00	188.00	 57.00	599.75	 18.00	 15.25	251.00	  6.00	 40.00	769.50	 11.00
K16906	201.25	 30.00	128.00	 57.00	596.75	 16.00	 14.25	148.00	  6.00	 25.00	757.50	  8.00
K16907	226.25	 62.00	309.00	 57.00	606.75	 27.00	 17.25	468.00	  9.00	 76.00	793.50	 18.00
K16915	25	 4	 5	50	 0	 2	 0	 4	14	 0	 9	 8
K16918	0	0	0	0	0	0	0	0	0	0	0	0
K16919	0	0	0	0	0	0	0	0	0	0	0	0
K16920	0	0	0	0	0	0	0	0	0	0	0	0
K16921	0	0	0	0	0	0	0	0	0	0	0	0
K16922	3.25	3.75	0.00	2.75	1.00	6.00	1.25	2.25	2.50	0.00	1.00	0.25
K16923	1300.36	 900.33	2063.16	 703.40	 962.94	 674.16	1474.33	1047.97	1040.17	1871.07	1064.70	1909.88
K16924	1050.88	  96.16	 239.73	  17.40	  76.55	 215.85	  17.08	  57.97	 230.21	   9.07	  69.42	  35.63
K16925	35.66	17.83	30.00	 3.00	25.00	15.33	 0.00	27.00	88.33	81.00	20.00	17.00
K16926	1160.13	 883.16	3332.73	 547.40	 402.30	1089.94	1150.83	 933.73	 531.62	 511.57	 427.67	2233.13
K16927	1135.25	 889.50	1532.50	 670.50	 940.75	 786.50	1633.75	1478.00	1073.50	1616.50	2210.50	1693.50
K16928	 1	21	 5	 2	 1	17	 0	12	 4	20	 6	 4
K16929	20	 4	 2	50	 0	 0	 0	 3	12	 0	 2	 8
K16937	  3.25	 47.76	201.00	 52.51	  5.00	 13.75	 15.25	 18.00	 21.00	  4.25	  1.00	  6.51
K16950	2576.41	  65.66	 660.02	 122.32	  55.50	 516.16	  47.75	 832.91	  34.25	 180.66	 896.25	  56.50
K16951	2576.41	  70.66	 720.02	 121.32	  58.50	 516.16	  48.75	 935.91	  34.25	 195.66	 908.25	  59.50
K16957	15.50	14.16	26.83	 6.00	 1.00	 8.67	 0.33	 7.17	 1.83	 2.67	 5.00	 0.33
K16958	15.50	14.16	26.83	 6.00	 1.00	 8.67	 0.33	 7.17	 1.83	 2.67	 5.00	 0.33
K16959	16.16	14.49	26.83	 6.00	 1.00	 9.00	 0.33	 7.17	 1.83	 2.67	 5.00	 0.33
K16960	132.50	 46.16	 80.83	162.00	 52.00	 99.67	175.33	100.17	103.83	523.67	  7.00	 27.33
K16961	 5	 3	17	 3	 5	29	 0	 0	 5	12	 8	 0
K16962	 5.0	 3.0	17.0	 3.0	 5.0	30.5	 0.0	 0.0	 5.0	12.0	 8.0	 0.0
K16963	5	1	1	0	5	3	0	0	0	2	0	0
K17060	0	0	0	0	0	0	0	0	0	0	0	0
K17061	0	0	0	0	0	0	0	0	0	0	0	0
